"Y","i","t","alphai","gi","alpha_gi","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Tr","lead1","lead2","lead3","lead4","lead5","lag1","lag2","lag3","lag4","lag5"
0.587242309175543,1,1,0,3,0.127496851579376,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0.48467147284476,1,2,0,3,0.271249150321405,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.71277094302124,1,3,0,3,0.43332941456034,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2.72758716493347,1,4,0,3,0.616074402192893,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2.5477875548772,1,5,0,3,0.822118800390509,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4.78967896251581,1,6,0,3,1.05443321064389,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7.46665489845841,1,7,0,3,1.31636697678109,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8.86936979839013,1,8,0,3,1.61169647342312,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
9.59626687789425,1,9,0,3,1.94467955106552,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11.6024866994023,1,10,0,3,2.32011692273655,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1.27566402595979,2,1,0,3,0.127496851579376,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.16220783233749,2,2,0,3,0.271249150321405,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.32157682591724,2,3,0,3,0.43332941456034,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3.65344476068088,2,4,0,3,0.616074402192893,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3.98022066718386,2,5,0,3,0.822118800390509,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4.16294613607909,2,6,0,3,1.05443321064389,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7.14226425311548,2,7,0,3,1.31636697678109,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7.95532250906053,2,8,0,3,1.61169647342312,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9.79403560091009,2,9,0,3,1.94467955106552,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11.5779052073351,2,10,0,3,2.32011692273655,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.325229393045278,3,1,0,2,0.0512710963760241,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.0673030627313,3,2,0,2,0.105170918075648,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.19594019069106,3,3,0,2,0.161834242728283,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0693423733717,3,4,0,2,0.22140275816017,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.575851615498041,3,5,0,2,0.284025416687741,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.87248763291955,3,6,0,2,0.349858807576003,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.02121673668472,3,7,0,2,0.419067548593257,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.973099334169485,3,8,0,2,0.49182469764127,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.78354668783565,3,9,0,2,0.568312185490169,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.73569550393275,3,10,0,2,0.648721270700128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.235119888673699,4,1,0,1,0.01,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.9572376135082,4,2,0,1,0.01,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.40226658497645,4,3,0,1,0.01,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.574807226328989,4,4,0,1,0.01,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.0498787382999595,4,5,0,1,0.01,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
