"Y","i","t","alphai","gi","alpha_gi","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Tr","lead1","lead2","lead3","lead4","lead5","lag1","lag2","lag3","lag4","lag5"
0.337315231202929,1,1,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.439150263099768,1,2,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.22746515608357,1,3,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.631972583476219,1,4,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.834534657632601,1,5,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.708430792033215,1,6,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.322760100458015,1,7,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.456499658023732,1,8,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.88917405832403,1,9,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.00543830805791461,1,10,0,1,0.01,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-1.45067437815118,2,1,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.517281424604344,2,2,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0242889526939563,2,3,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.705461134868011,2,4,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.101981395828623,2,5,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.03351072846611,2,6,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.22185215895937,2,7,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.352440139553154,2,8,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.31160609368052,2,9,0,1,0.01,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
