"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-1.56763548208568,1,1,0,0.01,2,0.0512710963760241,1,1,1,0,1,1,0,0,0,0
"X2",-1.66582632061227,1,2,0,0.01,2,0.105170918075648,1,1,1,0,1,1,0,0,0,0
"X3",0.950415684198438,1,3,0,0.01,2,0.161834242728283,1,1,1,0,1,1,0,0,0,0
"X4",2.61000377449433,1,4,0,0.01,2,0.22140275816017,1,1,1,0,1,1,0,0,0,0
"X5",0.76003076924734,1,5,0,0.01,2,0.284025416687741,1,1,1,0,1,1,0,0,0,0
"X6",0.510830698495812,1,6,0,0.01,2,0.349858807576003,1,1,1,0,1,1,0,0,0,0
"X7",0.822897898477176,1,7,0,0.01,2,0.419067548593257,1,1,1,0,1,1,0,0,0,0
"X8",2.36802190430188,1,8,0,0.01,2,0.49182469764127,1,1,1,0,1,1,0,0,0,0
"X9",5.04688534428097,1,9,0,0.01,2,0.568312185490169,1,1,1,0,1,1,0,0,0,0
"X10",4.09467263806895,1,10,0,0.01,2,0.648721270700128,1,1,1,0,1,1,0,0,0,0
"X1.1",0.963287727946974,2,1,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X2.1",-0.931888951803974,2,2,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X3.1",1.14210167609478,2,3,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X4.1",-1.9696594519474,2,4,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X5.1",-1.83179901841462,2,5,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X6.1",1.44390791931448,2,6,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X7.1",-1.21119057034301,2,7,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X8.1",0.923763952107994,2,8,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X9.1",2.34390372277894,2,9,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X10.1",-0.513916965502059,2,10,0,0.01,1,0.01,0,1,1,1,0,0,1,0,1,0
"X1.2",0.116126803480339,3,1,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X2.2",0.185559346907282,3,2,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X3.2",0.705561106152004,3,3,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X4.2",0.913549112527057,3,4,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X5.2",0.671680635879321,3,5,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X6.2",0.375542565656819,3,6,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X7.2",-0.84176797420943,3,7,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X8.2",0.735800255838053,3,8,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X9.2",0.297519575594648,3,9,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X10.2",0.695655132975099,3,10,0,0.01,1,0.01,1,0,0,0,0,0,0,0,1,0
"X1.3",0.786296556452742,4,1,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X2.3",-1.7880000792485,4,2,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X3.3",1.34416569488339,4,3,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X4.3",-0.226432514604472,4,4,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X5.3",-0.527740566044011,4,5,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X6.3",0.0348498157132419,4,6,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X7.3",-0.251896273187485,4,7,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X8.3",-0.644789322785197,4,8,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X9.3",-0.639774638051178,4,9,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X10.3",0.769176069466343,4,10,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X1.4",-0.209148287227711,5,1,0,0.01,3,0.127496851579376,0,0,0,0,1,0,1,0,1,0
"X2.4",1.17424158654755,5,2,0,0.01,3,0.271249150321405,0,0,0,0,1,0,1,0,1,0
"X3.4",0.340172418287221,5,3,0,0.01,3,0.43332941456034,0,0,0,0,1,0,1,0,1,0
"X4.4",3.0993763158254,5,4,0,0.01,3,0.616074402192893,0,0,0,0,1,0,1,0,1,0
"X5.4",4.50904334728845,5,5,0,0.01,3,0.822118800390509,0,0,0,0,1,0,1,0,1,0
"X6.4",6.79318988227727,5,6,0,0.01,3,1.05443321064389,0,0,0,0,1,0,1,0,1,0
"X7.4",7.14843055606459,5,7,0,0.01,3,1.31636697678109,0,0,0,0,1,0,1,0,1,0
"X8.4",10.1319965224035,5,8,0,0.01,3,1.61169647342312,0,0,0,0,1,0,1,0,1,0
"X9.4",10.1602985199986,5,9,0,0.01,3,1.94467955106552,0,0,0,0,1,0,1,0,1,0
"X10.4",11.4331861359878,5,10,0,0.01,3,2.32011692273655,0,0,0,0,1,0,1,0,1,0
"X1.5",1.66738187520569,6,1,0,0.01,3,0.127496851579376,1,0,1,0,1,1,1,1,0,1
"X2.5",2.46577309820897,6,2,0,0.01,3,0.271249150321405,1,0,1,0,1,1,1,1,0,1
"X3.5",1.34339280964912,6,3,0,0.01,3,0.43332941456034,1,0,1,0,1,1,1,1,0,1
"X4.5",1.73086477640193,6,4,0,0.01,3,0.616074402192893,1,0,1,0,1,1,1,1,0,1
"X5.5",3.92727869458862,6,5,0,0.01,3,0.822118800390509,1,0,1,0,1,1,1,1,0,1
"X6.5",7.22308686036801,6,6,0,0.01,3,1.05443321064389,1,0,1,0,1,1,1,1,0,1
"X7.5",6.9144431939586,6,7,0,0.01,3,1.31636697678109,1,0,1,0,1,1,1,1,0,1
"X8.5",7.33444034310374,6,8,0,0.01,3,1.61169647342312,1,0,1,0,1,1,1,1,0,1
"X9.5",11.1327502620096,6,9,0,0.01,3,1.94467955106552,1,0,1,0,1,1,1,1,0,1
"X10.5",10.3190431210312,6,10,0,0.01,3,2.32011692273655,1,0,1,0,1,1,1,1,0,1
"X1.6",0.785976203683605,7,1,1,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X2.6",-0.274327409784643,7,2,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X3.6",0.266377100204889,7,3,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X4.6",-0.830322310570444,7,4,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X5.6",-0.327119578094908,7,5,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X6.6",0.964489938560707,7,6,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X7.6",-2.85326122399715,7,7,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X8.6",-0.124951054691143,7,8,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X9.6",1.23344876102853,7,9,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X10.6",-1.48378573812269,7,10,0,0.01,1,0.01,1,1,0,1,1,1,0,1,0,0
"X1.7",0.858837636715827,8,1,0,0.01,2,0.0512710963760241,1,1,1,0,1,1,1,0,1,0
"X2.7",0.34657106677279,8,2,0,0.01,2,0.105170918075648,1,1,1,0,1,1,1,0,1,0
"X3.7",0.346210076734228,8,3,0,0.01,2,0.161834242728283,1,1,1,0,1,1,1,0,1,0
"X4.7",0.134464205485296,8,4,0,0.01,2,0.22140275816017,1,1,1,0,1,1,1,0,1,0
"X5.7",0.571297743222158,8,5,0,0.01,2,0.284025416687741,1,1,1,0,1,1,1,0,1,0
"X6.7",0.189716664428407,8,6,0,0.01,2,0.349858807576003,1,1,1,0,1,1,1,0,1,0
"X7.7",5.10750325440616,8,7,0,0.01,2,0.419067548593257,1,1,1,0,1,1,1,0,1,0
"X8.7",3.26765901476739,8,8,0,0.01,2,0.49182469764127,1,1,1,0,1,1,1,0,1,0
"X9.7",4.15728282003506,8,9,0,0.01,2,0.568312185490169,1,1,1,0,1,1,1,0,1,0
"X10.7",4.96211042067667,8,10,0,0.01,2,0.648721270700128,1,1,1,0,1,1,1,0,1,0
"X1.8",0.0511671412883801,9,1,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X2.8",0.875427233693546,9,2,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X3.8",0.163702083108341,9,3,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X4.8",1.01086305308711,9,4,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X5.8",-0.254085019976532,9,5,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X6.8",0.809613277419831,9,6,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X7.8",-1.67316883324693,9,7,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X8.8",0.469142686483327,9,8,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X9.8",1.49213090353982,9,9,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
"X10.8",-0.0969296409613422,9,10,0,0.01,1,0.01,1,1,1,0,1,0,1,1,1,1
