"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.722869703906467,1,1,1,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X2",1.39366721685083,1,2,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X3",0.0536087222306677,1,3,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X4",0.715382308851741,1,4,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X5",-0.755286799646271,1,5,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X6",0.092738195924834,1,6,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X7",1.22109575715378,1,7,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X8",2.23518035788635,1,8,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X9",0.728427728191589,1,9,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X10",1.93091707887207,1,10,0,0.01,1,0.01,0,1,1,0,1,0,1,0,0,1
"X1.1",2.27180233638231,2,1,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X2.1",-0.853379388000647,2,2,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X3.1",-1.36282536878037,2,3,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X4.1",0.38889183132469,2,4,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X5.1",0.12652589127959,2,5,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X6.1",0.979998889038534,2,6,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X7.1",-0.61492746695218,2,7,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X8.1",-0.00324351354207243,2,8,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X9.1",-0.0541020096021429,2,9,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X10.1",1.50481062763587,2,10,0,0.01,1,0.01,0,0,1,0,0,1,1,0,1,0
"X1.2",-0.0525374718822633,3,1,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X2.2",-1.2042109355697,3,2,1,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X3.2",1.64201537063262,3,3,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X4.2",-1.23115888150543,3,4,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X5.2",1.42972698391627,3,5,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X6.2",-1.5449316288064,3,6,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X7.2",1.27695998618601,3,7,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X8.2",0.310132670013067,3,8,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X9.2",-0.462083343187479,3,9,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X10.2",-0.9682137183423,3,10,0,0.01,1,0.01,0,0,1,1,1,0,0,1,0,0
"X1.3",-0.880326488883297,4,1,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X2.3",0.526330157333101,4,2,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X3.3",-1.81519807796737,4,3,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X4.3",-0.314990569583722,4,4,1,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X5.3",-0.398987393229268,4,5,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X6.3",-1.83908037963527,4,6,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X7.3",0.759388106231951,4,7,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X8.3",-0.929019685915573,4,8,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X9.3",-0.0240313650097477,4,9,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X10.3",-0.0505474766417219,4,10,0,0.01,1,0.01,0,0,0,0,1,0,0,1,1,0
"X1.4",0.400319205113923,5,1,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X2.4",-0.157859984818427,5,2,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X3.4",-1.45113823689438,5,3,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X4.4",0.695159286010667,5,4,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X5.4",-0.0068699873458418,5,5,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X6.4",-0.678303323574647,5,6,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X7.4",-0.869102125901955,5,7,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X8.4",-0.449942270453863,5,8,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X9.4",-1.2137228811476,5,9,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X10.4",1.06600860659181,5,10,0,0.01,1,0.01,0,0,0,0,0,0,1,1,1,0
"X1.5",1.12522129641207,6,1,0,0.01,2,0.0512710963760241,0,0,0,0,0,0,1,0,1,1
"X2.5",-1.98279709243258,6,2,0,0.01,2,0.105170918075648,0,0,0,0,0,0,1,0,1,1
"X3.5",0.223042959492385,6,3,0,0.01,2,0.161834242728283,0,0,0,0,0,0,1,0,1,1
"X4.5",0.628892743278714,6,4,0,0.01,2,0.22140275816017,0,0,0,0,0,0,1,0,1,1
"X5.5",1.13695243218825,6,5,0,0.01,2,0.284025416687741,0,0,0,0,0,0,1,0,1,1
"X6.5",0.150820395746699,6,6,0,0.01,2,0.349858807576003,0,0,0,0,0,0,1,0,1,1
"X7.5",0.25269996921485,6,7,0,0.01,2,0.419067548593257,0,0,0,0,0,0,1,0,1,1
