"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.867827017521145,1,1,0,0.01,2,0.0512710963760241,1,1,1,0,0,1,0,0,0,0
"X2",1.03829180993577,1,2,0,0.01,2,0.105170918075648,1,1,1,0,0,1,0,0,0,0
"X3",-0.0412832068182923,1,3,0,0.01,2,0.161834242728283,1,1,1,0,0,1,0,0,0,0
"X4",0.18414660378657,1,4,0,0.01,2,0.22140275816017,1,1,1,0,0,1,0,0,0,0
"X5",-1.29602435461052,1,5,0,0.01,2,0.284025416687741,1,1,1,0,0,1,0,0,0,0
"X6",0.279716670508586,1,6,0,0.01,2,0.349858807576003,1,1,1,0,0,1,0,0,0,0
"X7",0.529141506413625,1,7,0,0.01,2,0.419067548593257,1,1,1,0,0,1,0,0,0,0
"X8",-0.32374671215125,1,8,0,0.01,2,0.49182469764127,1,1,1,0,0,1,0,0,0,0
"X9",-1.77932725632877,1,9,0,0.01,2,0.568312185490169,1,1,1,0,0,1,0,0,0,0
"X10",0.876766178061263,1,10,0,0.01,2,0.648721270700128,1,1,1,0,0,1,0,0,0,0
"X1.1",0.805983310157153,2,1,0,0.01,2,0.0512710963760241,0,0,0,1,0,1,1,0,1,1
"X2.1",0.262519034823632,2,2,0,0.01,2,0.105170918075648,0,0,0,1,0,1,1,0,1,1
"X3.1",-1.95390996547721,2,3,0,0.01,2,0.161834242728283,0,0,0,1,0,1,1,0,1,1
"X4.1",-0.573041782316063,2,4,0,0.01,2,0.22140275816017,0,0,0,1,0,1,1,0,1,1
"X5.1",0.372042610353632,2,5,0,0.01,2,0.284025416687741,0,0,0,1,0,1,1,0,1,1
"X6.1",-0.0735667365273922,2,6,0,0.01,2,0.349858807576003,0,0,0,1,0,1,1,0,1,1
"X7.1",1.62600496557149,2,7,0,0.01,2,0.419067548593257,0,0,0,1,0,1,1,0,1,1
"X8.1",0.283313394102902,2,8,0,0.01,2,0.49182469764127,0,0,0,1,0,1,1,0,1,1
"X9.1",1.81459886898419,2,9,0,0.01,2,0.568312185490169,0,0,0,1,0,1,1,0,1,1
"X10.1",0.434121259819889,2,10,0,0.01,2,0.648721270700128,0,0,0,1,0,1,1,0,1,1
"X1.2",0.549778029710804,3,1,0,0.01,2,0.0512710963760241,1,1,0,0,1,0,1,0,1,0
"X2.2",-0.341522886487845,3,2,0,0.01,2,0.105170918075648,1,1,0,0,1,0,1,0,1,0
"X3.2",1.0881148284733,3,3,1,0.01,2,0.161834242728283,1,1,0,0,1,0,1,0,1,0
"X4.2",1.07330434615718,3,4,0,0.01,2,0.22140275816017,1,1,0,0,1,0,1,0,1,0
"X5.2",-0.333546274594037,3,5,0,0.01,2,0.284025416687741,1,1,0,0,1,0,1,0,1,0
"X6.2",1.63347253548292,3,6,0,0.01,2,0.349858807576003,1,1,0,0,1,0,1,0,1,0
