"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.697131238242926,1,1,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X2",0.734643439219896,1,2,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X3",-0.329892241464721,1,3,1,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X4",0.217927659509261,1,4,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X5",-2.77915756933223,1,5,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X6",0.546479802543085,1,6,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X7",-0.54336314123422,1,7,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X8",0.698614873825685,1,8,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X9",-1.02870002538462,1,9,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X10",-0.809794096665662,1,10,0,0.01,1,0.01,0,1,0,0,0,1,0,0,1,0
"X1.1",-1.06457647164333,2,1,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X2.1",-0.224919354182776,2,2,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X3.1",-0.693722688183781,2,3,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X4.1",-0.540135913201458,2,4,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X5.1",0.730668763659545,2,5,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X6.1",0.071360759240861,2,6,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X7.1",0.778962716413874,2,7,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X8.1",-0.472161943210876,2,8,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X9.1",-0.188261280024113,2,9,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X10.1",0.161445049988719,2,10,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X1.2",0.483277405195221,3,1,0,0.01,3,0.127496851579376,1,0,1,0,0,1,0,0,1,0
"X2.2",2.35966179462838,3,2,0,0.01,3,0.271249150321405,1,0,1,0,0,1,0,0,1,0
"X3.2",-0.341280987346449,3,3,0,0.01,3,0.43332941456034,1,0,1,0,0,1,0,0,1,0
"X4.2",3.69575843750646,3,4,0,0.01,3,0.616074402192893,1,0,1,0,0,1,0,0,1,0
"X5.2",2.37943907325006,3,5,0,0.01,3,0.822118800390509,1,0,1,0,0,1,0,0,1,0
