"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-0.272993906222341,1,1,0,0.01,2,0.0512710963760241,0,0,0,1,0,1,1,0,1,0
"X2",2.61764738999883,1,2,0,0.01,2,0.105170918075648,0,0,0,1,0,1,1,0,1,0
"X3",-1.08431702204339,1,3,0,0.01,2,0.161834242728283,0,0,0,1,0,1,1,0,1,0
"X4",0.109419952252539,1,4,0,0.01,2,0.22140275816017,0,0,0,1,0,1,1,0,1,0
"X5",-0.246701270139898,1,5,0,0.01,2,0.284025416687741,0,0,0,1,0,1,1,0,1,0
"X6",2.06901700863578,1,6,0,0.01,2,0.349858807576003,0,0,0,1,0,1,1,0,1,0
"X7",-0.114356409190037,1,7,0,0.01,2,0.419067548593257,0,0,0,1,0,1,1,0,1,0
"X8",1.52659458235557,1,8,0,0.01,2,0.49182469764127,0,0,0,1,0,1,1,0,1,0
"X9",-0.98520438832,1,9,0,0.01,2,0.568312185490169,0,0,0,1,0,1,1,0,1,0
"X10",2.30295764855395,1,10,0,0.01,2,0.648721270700128,0,0,0,1,0,1,1,0,1,0
"X1.1",-0.233388612609217,2,1,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X2.1",-0.351590970704395,2,2,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X3.1",-2.20239554588341,2,3,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X4.1",-2.86099959619835,2,4,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X5.1",-0.146614472323066,2,5,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X6.1",2.88613949873233,2,6,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X7.1",-0.537940570325045,2,7,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X8.1",1.68435415320383,2,8,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X9.1",-0.283389951062652,2,9,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X10.1",0.741869945896945,2,10,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,0
"X1.2",-1.30167773794065,3,1,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X2.2",-0.86720370907962,3,2,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X3.2",0.32066199289028,3,3,1,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X4.2",-0.910892532428062,3,4,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X5.2",0.0267898700175319,3,5,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X6.2",0.457264093029995,3,6,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X7.2",-0.226334922171687,3,7,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X8.2",-0.874922560493107,3,8,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X9.2",1.18217914892073,3,9,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X10.2",-0.135808718869385,3,10,0,0.01,1,0.01,0,0,0,0,1,0,1,1,0,0
"X1.3",-1.51888874760385,4,1,0,0.01,2,0.0512710963760241,1,0,1,1,0,1,1,0,1,1
"X2.3",0.48399199547366,4,2,0,0.01,2,0.105170918075648,1,0,1,1,0,1,1,0,1,1
"X3.3",1.22567902340037,4,3,0,0.01,2,0.161834242728283,1,0,1,1,0,1,1,0,1,1
"X4.3",0.254157884402831,4,4,0,0.01,2,0.22140275816017,1,0,1,1,0,1,1,0,1,1
"X5.3",-0.341718517244826,4,5,0,0.01,2,0.284025416687741,1,0,1,1,0,1,1,0,1,1
"X6.3",-0.598381478512006,4,6,0,0.01,2,0.349858807576003,1,0,1,1,0,1,1,0,1,1
"X7.3",2.46402108730443,4,7,0,0.01,2,0.419067548593257,1,0,1,1,0,1,1,0,1,1
"X8.3",-1.33013292481066,4,8,0,0.01,2,0.49182469764127,1,0,1,1,0,1,1,0,1,1
"X9.3",0.864452013216618,4,9,0,0.01,2,0.568312185490169,1,0,1,1,0,1,1,0,1,1
"X10.3",1.21851345928855,4,10,0,0.01,2,0.648721270700128,1,0,1,1,0,1,1,0,1,1
"X1.4",0.261991173164559,5,1,0,0.01,2,0.0512710963760241,0,0,1,1,0,1,1,0,1,0
"X2.4",0.886088316664031,5,2,0,0.01,2,0.105170918075648,0,0,1,1,0,1,1,0,1,0
"X3.4",-2.53335209132591,5,3,0,0.01,2,0.161834242728283,0,0,1,1,0,1,1,0,1,0
"X4.4",-1.79134924111968,5,4,0,0.01,2,0.22140275816017,0,0,1,1,0,1,1,0,1,0
"X5.4",-0.663362327469438,5,5,0,0.01,2,0.284025416687741,0,0,1,1,0,1,1,0,1,0
"X6.4",0.613314047016789,5,6,0,0.01,2,0.349858807576003,0,0,1,1,0,1,1,0,1,0
"X7.4",1.17109895890287,5,7,0,0.01,2,0.419067548593257,0,0,1,1,0,1,1,0,1,0
"X8.4",1.32763715366936,5,8,0,0.01,2,0.49182469764127,0,0,1,1,0,1,1,0,1,0
"X9.4",1.8927002658351,5,9,0,0.01,2,0.568312185490169,0,0,1,1,0,1,1,0,1,0
"X10.4",0.794315028338876,5,10,0,0.01,2,0.648721270700128,0,0,1,1,0,1,1,0,1,0
"X1.5",0.0620871448749016,6,1,0,0.01,2,0.0512710963760241,0,0,0,0,0,1,1,1,1,0
"X2.5",-0.70672264750637,6,2,0,0.01,2,0.105170918075648,0,0,0,0,0,1,1,1,1,0
"X3.5",-1.02485244256677,6,3,0,0.01,2,0.161834242728283,0,0,0,0,0,1,1,1,1,0
"X4.5",-1.33107086536904,6,4,0,0.01,2,0.22140275816017,0,0,0,0,0,1,1,1,1,0
"X5.5",2.09406240035198,6,5,0,0.01,2,0.284025416687741,0,0,0,0,0,1,1,1,1,0
"X6.5",-2.36804529373306,6,6,0,0.01,2,0.349858807576003,0,0,0,0,0,1,1,1,1,0
"X7.5",1.51946926684883,6,7,0,0.01,2,0.419067548593257,0,0,0,0,0,1,1,1,1,0
"X8.5",0.909063273891352,6,8,0,0.01,2,0.49182469764127,0,0,0,0,0,1,1,1,1,0
"X9.5",0.394432136323625,6,9,0,0.01,2,0.568312185490169,0,0,0,0,0,1,1,1,1,0
"X10.5",-1.00891323642202,6,10,0,0.01,2,0.648721270700128,0,0,0,0,0,1,1,1,1,0
"X1.6",1.99145738296023,7,1,0,0.01,3,0.127496851579376,0,0,1,0,1,0,0,1,1,0
"X2.6",1.74459294950738,7,2,0,0.01,3,0.271249150321405,0,0,1,0,1,0,0,1,1,0
"X3.6",1.01666353819039,7,3,0,0.01,3,0.43332941456034,0,0,1,0,1,0,0,1,1,0
"X4.6",0.6520017761471,7,4,0,0.01,3,0.616074402192893,0,0,1,0,1,0,0,1,1,0
"X5.6",-0.658077926847411,7,5,0,0.01,3,0.822118800390509,0,0,1,0,1,0,0,1,1,0
"X6.6",1.91341830871243,7,6,0,0.01,3,1.05443321064389,0,0,1,0,1,0,0,1,1,0
"X7.6",1.60904706628735,7,7,1,0.01,3,1.31636697678109,0,0,1,0,1,0,0,1,1,0
"X8.6",0.464067703387265,7,8,0,0.01,3,1.61169647342312,0,0,1,0,1,0,0,1,1,0
"X9.6",2.69078740194002,7,9,0,0.01,3,1.94467955106552,0,0,1,0,1,0,0,1,1,0
"X10.6",3.16496656279247,7,10,0,0.01,3,2.32011692273655,0,0,1,0,1,0,0,1,1,0
"X1.7",1.6585774449055,8,1,0,0.01,2,0.0512710963760241,0,0,1,1,0,0,0,1,1,0
"X2.7",-0.120749774657392,8,2,0,0.01,2,0.105170918075648,0,0,1,1,0,0,0,1,1,0
"X3.7",0.421457481766737,8,3,0,0.01,2,0.161834242728283,0,0,1,1,0,0,0,1,1,0
"X4.7",0.31101815649607,8,4,0,0.01,2,0.22140275816017,0,0,1,1,0,0,0,1,1,0
"X5.7",-1.58995358939302,8,5,0,0.01,2,0.284025416687741,0,0,1,1,0,0,0,1,1,0
"X6.7",-0.732745219639746,8,6,0,0.01,2,0.349858807576003,0,0,1,1,0,0,0,1,1,0
"X7.7",1.0615295660877,8,7,0,0.01,2,0.419067548593257,0,0,1,1,0,0,0,1,1,0
"X8.7",1.09636354458746,8,8,0,0.01,2,0.49182469764127,0,0,1,1,0,0,0,1,1,0
"X9.7",0.364641524882357,8,9,0,0.01,2,0.568312185490169,0,0,1,1,0,0,0,1,1,0
"X10.7",-1.27320336493526,8,10,0,0.01,2,0.648721270700128,0,0,1,1,0,0,0,1,1,0
"X1.8",-0.0696449015898715,9,1,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X2.8",-2.01466403345594,9,2,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X3.8",-0.238902196385155,9,3,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X4.8",0.230370116688372,9,4,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X5.8",0.781639445859806,9,5,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X6.8",1.02743341421983,9,6,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X7.8",0.380228123736743,9,7,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X8.8",-0.859775647476485,9,8,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X9.8",2.30646900156417,9,9,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X10.8",-0.997897857076853,9,10,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,0
"X1.9",-0.719550354973587,10,1,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X2.9",-1.90516075712894,10,2,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X3.9",-0.313159841803055,10,3,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X4.9",-0.0800201829460247,10,4,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X5.9",0.943707653845355,10,5,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X6.9",1.95013608784847,10,6,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X7.9",-0.94477975293661,10,7,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X8.9",-1.86903818786028,10,8,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X9.9",0.610069794508445,10,9,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X10.9",0.128874606795402,10,10,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,0
"X1.10",-1.54700392875107,11,1,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X2.10",-0.0402711296006066,11,2,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X3.10",0.337941965024528,11,3,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X4.10",0.744001422462248,11,4,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X5.10",-1.70892866176768,11,5,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X6.10",0.0107380468317105,11,6,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X7.10",-1.00622980134452,11,7,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X8.10",-0.340694249052768,11,8,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X9.10",-0.679249239887534,11,9,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X10.10",-1.75621413091483,11,10,0,0.0512710963760241,1,0.01,0,0,1,0,1,1,1,0,0,1
"X1.11",-0.26056924147796,12,1,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X2.11",1.13495012932104,12,2,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X3.11",0.625907219554542,12,3,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X4.11",-0.208318254695206,12,4,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X5.11",-1.64680484165247,12,5,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X6.11",0.409539045106312,12,6,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X7.11",0.224674199734775,12,7,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X8.11",-0.294528374493709,12,8,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X9.11",-0.56673473749515,12,9,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X10.11",1.7553692193288,12,10,0,0.105170918075648,1,0.01,0,1,0,1,0,1,0,0,0,0
"X1.12",-1.15625031498585,13,1,0,0.161834242728283,2,0.0512710963760241,0,1,1,0,1,0,0,0,0,0
"X2.12",0.0749439429260062,13,2,0,0.161834242728283,2,0.105170918075648,0,1,1,0,1,0,0,0,0,0
"X3.12",2.527393559788,13,3,0,0.161834242728283,2,0.161834242728283,0,1,1,0,1,0,0,0,0,0
"X4.12",-0.262509692475705,13,4,0,0.161834242728283,2,0.22140275816017,0,1,1,0,1,0,0,0,0,0
"X5.12",0.0930095926812959,13,5,0,0.161834242728283,2,0.284025416687741,0,1,1,0,1,0,0,0,0,0
"X6.12",-0.31521597797086,13,6,0,0.161834242728283,2,0.349858807576003,0,1,1,0,1,0,0,0,0,0
"X7.12",0.901598418363122,13,7,0,0.161834242728283,2,0.419067548593257,0,1,1,0,1,0,0,0,0,0
"X8.12",0.751443415688773,13,8,0,0.161834242728283,2,0.49182469764127,0,1,1,0,1,0,0,0,0,0
"X9.12",-0.373928875752247,13,9,0,0.161834242728283,2,0.568312185490169,0,1,1,0,1,0,0,0,0,0
"X10.12",-0.595815331588722,13,10,0,0.161834242728283,2,0.648721270700128,0,1,1,0,1,0,0,0,0,0
"X1.13",1.21463427499611,14,1,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X2.13",0.142438766217085,14,2,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X3.13",0.528784031834393,14,3,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X4.13",-0.437787222232791,14,4,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X5.13",-0.384261936583654,14,5,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X6.13",-0.286958584912048,14,6,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X7.13",0.563436754720557,14,7,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X8.13",0.298288629711089,14,8,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X9.13",0.945438786913908,14,9,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X10.13",1.75128377936218,14,10,0,0.22140275816017,1,0.01,0,0,1,0,0,0,1,0,0,0
"X1.14",0.884186418053404,15,1,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X2.14",1.16322517714597,15,2,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X3.14",-0.275350474839344,15,3,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X4.14",1.12543908197942,15,4,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X5.14",1.75555239564496,15,5,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X6.14",0.88232519787692,15,6,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X7.14",-0.31189633560494,15,7,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X8.14",-0.198913805464721,15,8,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X9.14",1.47794298865666,15,9,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X10.14",-0.497876097808164,15,10,0,0.284025416687741,1,0.01,1,1,0,1,0,0,0,1,0,1
"X1.15",0.712536464665495,16,1,0,0.349858807576003,3,0.127496851579376,1,0,1,1,0,0,0,1,0,1
"X2.15",0.64904412313965,16,2,0,0.349858807576003,3,0.271249150321405,1,0,1,1,0,0,0,1,0,1
"X3.15",1.1639781371941,16,3,0,0.349858807576003,3,0.43332941456034,1,0,1,1,0,0,0,1,0,1
"X4.15",2.64059381671796,16,4,0,0.349858807576003,3,0.616074402192893,1,0,1,1,0,0,0,1,0,1
"X5.15",1.30448931424433,16,5,0,0.349858807576003,3,0.822118800390509,1,0,1,1,0,0,0,1,0,1
"X6.15",1.09878983956665,16,6,0,0.349858807576003,3,1.05443321064389,1,0,1,1,0,0,0,1,0,1
"X7.15",0.173854937340984,16,7,0,0.349858807576003,3,1.31636697678109,1,0,1,1,0,0,0,1,0,1
"X8.15",1.38522262057102,16,8,0,0.349858807576003,3,1.61169647342312,1,0,1,1,0,0,0,1,0,1
"X9.15",2.08063984639192,16,9,0,0.349858807576003,3,1.94467955106552,1,0,1,1,0,0,0,1,0,1
"X10.15",2.81680890908437,16,10,1,0.349858807576003,3,2.32011692273655,1,0,1,1,0,0,0,1,0,1
"X1.16",0.622911035620409,17,1,0,0.419067548593257,2,0.0512710963760241,0,1,1,0,1,0,1,0,0,1
"X2.16",0.289501851799563,17,2,0,0.419067548593257,2,0.105170918075648,0,1,1,0,1,0,1,0,0,1
"X3.16",1.40862932383621,17,3,0,0.419067548593257,2,0.161834242728283,0,1,1,0,1,0,1,0,0,1
"X4.16",1.09786685058053,17,4,0,0.419067548593257,2,0.22140275816017,0,1,1,0,1,0,1,0,0,1
