"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-0.608733930004294,1,1,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X2",-1.13319392761185,1,2,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X3",1.21791748399683,1,3,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X4",0.274250663162297,1,4,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X5",0.689144499414614,1,5,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X6",-0.263769328138024,1,6,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X7",-0.252212434699241,1,7,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X8",1.33517275255327,1,8,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X9",-0.00828834848109191,1,9,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X10",-1.66548220904693,1,10,0,0.01,1,0.01,0,1,0,0,1,0,0,0,1,0
"X1.1",0.65481504936494,2,1,0,0.01,2,0.0512710963760241,0,1,1,0,0,0,1,0,1,0
"X2.1",-1.2310664390756,2,2,0,0.01,2,0.105170918075648,0,1,1,0,0,0,1,0,1,0
"X3.1",-2.03545848454818,2,3,0,0.01,2,0.161834242728283,0,1,1,0,0,0,1,0,1,0
"X4.1",-0.465092232703322,2,4,0,0.01,2,0.22140275816017,0,1,1,0,0,0,1,0,1,0
"X5.1",-0.271969354379817,2,5,0,0.01,2,0.284025416687741,0,1,1,0,0,0,1,0,1,0
"X6.1",1.1225542864493,2,6,0,0.01,2,0.349858807576003,0,1,1,0,0,0,1,0,1,0
"X7.1",1.32058587342792,2,7,0,0.01,2,0.419067548593257,0,1,1,0,0,0,1,0,1,0
"X8.1",-0.156640962002889,2,8,0,0.01,2,0.49182469764127,0,1,1,0,0,0,1,0,1,0
"X9.1",0.0748815846457062,2,9,0,0.01,2,0.568312185490169,0,1,1,0,0,0,1,0,1,0
"X10.1",-1.01126764670293,2,10,0,0.01,2,0.648721270700128,0,1,1,0,0,0,1,0,1,0
"X1.2",1.14499989224517,3,1,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X2.2",-0.981344293252211,3,2,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X3.2",-1.16699093130295,3,3,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X4.2",0.422607518404449,3,4,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X5.2",0.0562793839652224,3,5,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X6.2",-0.342077029061311,3,6,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X7.2",0.59210136873223,3,7,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X8.2",0.64922443869029,3,8,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X9.2",0.852002837631099,3,9,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X10.2",0.539899296152669,3,10,0,0.01,1,0.01,0,0,0,1,1,1,1,1,1,0
"X1.3",-0.471701578262597,4,1,0,0.01,2,0.0512710963760241,1,0,1,0,1,0,0,0,1,1
"X2.3",-0.435374931562791,4,2,0,0.01,2,0.105170918075648,1,0,1,0,1,0,0,0,1,1
"X3.3",-2.01575090769016,4,3,0,0.01,2,0.161834242728283,1,0,1,0,1,0,0,0,1,1
"X4.3",2.6774867656936,4,4,0,0.01,2,0.22140275816017,1,0,1,0,1,0,0,0,1,1
"X5.3",-0.0390082679672389,4,5,0,0.01,2,0.284025416687741,1,0,1,0,1,0,0,0,1,1
"X6.3",0.752168514535063,4,6,0,0.01,2,0.349858807576003,1,0,1,0,1,0,0,0,1,1
"X7.3",1.719137091723,4,7,0,0.01,2,0.419067548593257,1,0,1,0,1,0,0,0,1,1
"X8.3",1.02272025580205,4,8,0,0.01,2,0.49182469764127,1,0,1,0,1,0,0,0,1,1
"X9.3",0.111275017356785,4,9,0,0.01,2,0.568312185490169,1,0,1,0,1,0,0,0,1,1
"X10.3",0.775020076519239,4,10,0,0.01,2,0.648721270700128,1,0,1,0,1,0,0,0,1,1
"X1.4",-0.799694945436024,5,1,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X2.4",1.20882925372274,5,2,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X3.4",-0.42546008956448,5,3,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X4.4",-0.206176477391958,5,4,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X5.4",1.78203017299829,5,5,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X6.4",1.46765252890366,5,6,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X7.4",-0.36189833980393,5,7,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X8.4",-0.74651676886093,5,8,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X9.4",-0.0597349224888922,5,9,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X10.4",-1.73994697934177,5,10,0,0.01,1,0.01,1,1,1,0,0,1,0,1,0,0
"X1.5",-0.20942469023159,6,1,1,0.01,2,0.0512710963760241,0,0,1,0,0,1,0,0,0,0
"X2.5",0.0879545294301526,6,2,0,0.01,2,0.105170918075648,0,0,1,0,0,1,0,0,0,0
"X3.5",0.681257507573019,6,3,0,0.01,2,0.161834242728283,0,0,1,0,0,1,0,0,0,0
"X4.5",-0.517190346176022,6,4,0,0.01,2,0.22140275816017,0,0,1,0,0,1,0,0,0,0
"X5.5",-1.43984096731877,6,5,0,0.01,2,0.284025416687741,0,0,1,0,0,1,0,0,0,0
"X6.5",0.180198923511888,6,6,0,0.01,2,0.349858807576003,0,0,1,0,0,1,0,0,0,0
"X7.5",0.592250814379969,6,7,0,0.01,2,0.419067548593257,0,0,1,0,0,1,0,0,0,0
"X8.5",-0.0865428467710908,6,8,0,0.01,2,0.49182469764127,0,0,1,0,0,1,0,0,0,0
"X9.5",0.715372859882846,6,9,0,0.01,2,0.568312185490169,0,0,1,0,0,1,0,0,0,0
"X10.5",-0.653605092965069,6,10,0,0.01,2,0.648721270700128,0,0,1,0,0,1,0,0,0,0
"X1.6",0.136356857528507,7,1,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X2.6",2.46126944411213,7,2,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X3.6",-1.62235376467951,7,3,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X4.6",-1.10626916407224,7,4,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X5.6",-0.135358786952249,7,5,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X6.6",0.507042141939853,7,6,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X7.6",-1.14053169560693,7,7,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X8.6",0.821786979356306,7,8,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X9.6",-0.700471447003561,7,9,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X10.6",-2.03988021137517,7,10,0,0.01,1,0.01,1,0,1,1,0,0,0,0,1,0
"X1.7",2.11716599211308,8,1,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X2.7",0.16614911518504,8,2,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X3.7",-0.474903637032902,8,3,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X4.7",-2.25780262112956,8,4,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X5.7",-0.625311360329356,8,5,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X6.7",0.501135899716647,8,6,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X7.7",-0.0513730374994446,8,7,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X8.7",-0.605741782345264,8,8,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X9.7",0.579569827009866,8,9,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X10.7",-0.00685824466723317,8,10,0,0.01,1,0.01,0,0,1,1,1,1,0,0,0,1
"X1.8",0.520789438392333,9,1,1,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X2.8",0.571005137362367,9,2,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X3.8",-0.944321764115723,9,3,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X4.8",0.0942357965878532,9,4,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X5.8",1.5839350461289,9,5,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X6.8",-1.11593326137172,9,6,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X7.8",-0.864559867196534,9,7,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X8.8",-1.98254143643215,9,8,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X9.8",0.632794762235578,9,9,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X10.8",0.413264961710873,9,10,0,0.01,1,0.01,1,0,0,1,0,1,1,1,0,1
"X1.9",-0.844121861410937,10,1,0,0.01,2,0.0512710963760241,1,0,0,0,1,1,1,0,1,1
"X2.9",-0.765618341365381,10,2,0,0.01,2,0.105170918075648,1,0,0,0,1,1,1,0,1,1
"X3.9",1.45131883594954,10,3,0,0.01,2,0.161834242728283,1,0,0,0,1,1,1,0,1,1
"X4.9",0.267296046188257,10,4,0,0.01,2,0.22140275816017,1,0,0,0,1,1,1,0,1,1
"X5.9",-0.0814324214265602,10,5,0,0.01,2,0.284025416687741,1,0,0,0,1,1,1,0,1,1
