"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",1.29257065473244,1,1,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X2",0.437351746155115,1,2,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X3",0.309688282117763,1,3,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X4",-0.254710334405838,1,4,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X5",1.33093527110321,1,5,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X6",0.169739560283068,1,6,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X7",0.534499687743354,1,7,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X8",2.42606849550971,1,8,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X9",0.908063144747255,1,9,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X10",-0.25814682381514,1,10,0,0.01,1,0.01,0,0,1,1,0,1,1,1,0,0
"X1.1",-1.22643733649985,2,1,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X2.1",-1.19621125776096,2,2,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X3.1",-0.451946749291544,2,3,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X4.1",1.34951054813916,2,4,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X5.1",-0.0905008155262531,2,5,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X6.1",1.02387123324105,2,6,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X7.1",1.61944168446115,2,7,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X8.1",0.349529428593948,2,8,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X9.1",-0.682009571531488,2,9,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X10.1",0.587096512392425,2,10,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,1
"X1.2",-1.67275505435174,3,1,0,0.01,2,0.0512710963760241,1,1,1,0,0,0,1,1,1,0
"X2.2",1.26166380327189,3,2,0,0.01,2,0.105170918075648,1,1,1,0,0,0,1,1,1,0
"X3.2",0.814735012647461,3,3,0,0.01,2,0.161834242728283,1,1,1,0,0,0,1,1,1,0
"X4.2",-0.962821475840266,3,4,0,0.01,2,0.22140275816017,1,1,1,0,0,0,1,1,1,0
"X5.2",1.14556934101312,3,5,0,0.01,2,0.284025416687741,1,1,1,0,0,0,1,1,1,0
"X6.2",-1.46669204754563,3,6,0,0.01,2,0.349858807576003,1,1,1,0,0,0,1,1,1,0
"X7.2",0.391973639235014,3,7,0,0.01,2,0.419067548593257,1,1,1,0,0,0,1,1,1,0
"X8.2",-0.098054238189042,3,8,0,0.01,2,0.49182469764127,1,1,1,0,0,0,1,1,1,0
"X9.2",-0.689330971256887,3,9,0,0.01,2,0.568312185490169,1,1,1,0,0,0,1,1,1,0
"X10.2",0.705590630168053,3,10,0,0.01,2,0.648721270700128,1,1,1,0,0,0,1,1,1,0
"X1.3",0.757839252322248,4,1,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X2.3",0.269424029388217,4,2,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X3.3",-0.884260807730734,4,3,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X4.3",-1.44805095963858,4,4,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X5.3",-0.792457509001789,4,5,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X6.3",1.24741017200772,4,6,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X7.3",0.494594280431253,4,7,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X8.3",0.400181338713237,4,8,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X9.3",1.09109182689194,4,9,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X10.3",-1.90698980215567,4,10,0,0.01,1,0.01,1,1,1,1,1,1,0,0,0,1
"X1.4",-0.71307171750117,5,1,0,0.01,2,0.0512710963760241,0,1,1,1,1,1,0,1,0,1
"X2.4",-0.142118475713212,5,2,0,0.01,2,0.105170918075648,0,1,1,1,1,1,0,1,0,1
"X3.4",1.08419953226781,5,3,0,0.01,2,0.161834242728283,0,1,1,1,1,1,0,1,0,1
"X4.4",1.6091811196022,5,4,0,0.01,2,0.22140275816017,0,1,1,1,1,1,0,1,0,1
"X5.4",2.09028797103234,5,5,0,0.01,2,0.284025416687741,0,1,1,1,1,1,0,1,0,1
"X6.4",-0.963562491779601,5,6,0,0.01,2,0.349858807576003,0,1,1,1,1,1,0,1,0,1
"X7.4",1.48271551969606,5,7,0,0.01,2,0.419067548593257,0,1,1,1,1,1,0,1,0,1
"X8.4",0.42441722640512,5,8,0,0.01,2,0.49182469764127,0,1,1,1,1,1,0,1,0,1
"X9.4",1.67405718943677,5,9,0,0.01,2,0.568312185490169,0,1,1,1,1,1,0,1,0,1
"X10.4",0.823958065566472,5,10,0,0.01,2,0.648721270700128,0,1,1,1,1,1,0,1,0,1
"X1.5",-1.65787947189875,6,1,0,0.01,1,0.01,1,1,0,0,0,1,0,0,1,0
