"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.735443756919863,1,1,1,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X2",1.20932673745087,1,2,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X3",-2.1776157959026,1,3,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X4",-1.59440658410435,1,4,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X5",1.11729369969617,1,5,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X6",1.74685180965397,1,6,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X7",1.02542643779196,1,7,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X8",-0.509044786608557,1,8,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X9",-0.227011682075958,1,9,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X10",-0.737113531649781,1,10,0,0.01,1,0.01,0,0,1,1,1,1,1,0,0,1
"X1.1",0.662600690675139,2,1,0,0.01,2,0.0512710963760241,0,1,1,1,0,0,1,0,1,1
"X2.1",1.49473858361582,2,2,0,0.01,2,0.105170918075648,0,1,1,1,0,0,1,0,1,1
"X3.1",1.1668861269812,2,3,0,0.01,2,0.161834242728283,0,1,1,1,0,0,1,0,1,1
"X4.1",0.485022862094094,2,4,0,0.01,2,0.22140275816017,0,1,1,1,0,0,1,0,1,1
"X5.1",0.597405973210013,2,5,1,0.01,2,0.284025416687741,0,1,1,1,0,0,1,0,1,1
"X6.1",0.77252872813658,2,6,0,0.01,2,0.349858807576003,0,1,1,1,0,0,1,0,1,1
"X7.1",-0.0832527688929302,2,7,0,0.01,2,0.419067548593257,0,1,1,1,0,0,1,0,1,1
"X8.1",-0.0786190493499217,2,8,0,0.01,2,0.49182469764127,0,1,1,1,0,0,1,0,1,1
"X9.1",-0.20413267796648,2,9,0,0.01,2,0.568312185490169,0,1,1,1,0,0,1,0,1,1
"X10.1",0.932818682959869,2,10,0,0.01,2,0.648721270700128,0,1,1,1,0,0,1,0,1,1
"X1.2",-0.899019242934836,3,1,0,0.01,2,0.0512710963760241,0,0,0,0,1,0,1,0,1,0
"X2.2",-0.450790514966979,3,2,0,0.01,2,0.105170918075648,0,0,0,0,1,0,1,0,1,0
"X3.2",0.134174948105609,3,3,0,0.01,2,0.161834242728283,0,0,0,0,1,0,1,0,1,0
