"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.33694423052174,1,1,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X2",-1.18914798105952,1,2,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X3",2.19855359681365,1,3,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X4",-1.37900172094808,1,4,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X5",-0.207232808815472,1,5,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X6",-0.61721497846515,1,6,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X7",0.472279986208812,1,7,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X8",-0.596001006600183,1,8,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X9",0.217558903361101,1,9,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X10",-0.552549988132544,1,10,0,0.01,1,0.01,1,1,1,1,0,1,0,0,0,0
"X1.1",0.775805670730648,2,1,0,0.01,3,0.127496851579376,1,0,0,1,0,0,0,0,0,1
"X2.1",-0.972508597715631,2,2,0,0.01,3,0.271249150321405,1,0,0,1,0,0,0,0,0,1
"X3.1",-0.530740558910051,2,3,0,0.01,3,0.43332941456034,1,0,0,1,0,0,0,0,0,1
"X4.1",2.10801248345349,2,4,0,0.01,3,0.616074402192893,1,0,0,1,0,0,0,0,0,1
"X5.1",1.60377236480513,2,5,0,0.01,3,0.822118800390509,1,0,0,1,0,0,0,0,0,1
"X6.1",0.225551213976728,2,6,0,0.01,3,1.05443321064389,1,0,0,1,0,0,0,0,0,1
"X7.1",0.869542981803012,2,7,0,0.01,3,1.31636697678109,1,0,0,1,0,0,0,0,0,1
"X8.1",0.986679804443999,2,8,0,0.01,3,1.61169647342312,1,0,0,1,0,0,0,0,0,1
"X9.1",2.02452044339658,2,9,0,0.01,3,1.94467955106552,1,0,0,1,0,0,0,0,0,1
"X10.1",2.87542057446175,2,10,0,0.01,3,2.32011692273655,1,0,0,1,0,0,0,0,0,1
"X1.2",0.161027182875585,3,1,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X2.2",0.7044859485052,3,2,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X3.2",0.43694255674753,3,3,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X4.2",-0.0632288775294643,3,4,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X5.2",-0.612332049698747,3,5,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X6.2",1.21420746416786,3,6,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X7.2",-1.4213438263112,3,7,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X8.2",-1.26687639285784,3,8,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X9.2",0.967203288982066,3,9,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X10.2",1.86867329629275,3,10,0,0.01,1,0.01,1,0,1,0,0,0,1,0,1,0
"X1.3",1.37374092333181,4,1,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X2.3",-0.393068550692545,4,2,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X3.3",1.5829120056471,4,3,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X4.3",0.804859351292727,4,4,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X5.3",-0.688273067288987,4,5,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X6.3",0.736400406210146,4,6,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X7.3",0.935556130378491,4,7,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X8.3",0.590653573535384,4,8,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X9.3",-0.877317480228379,4,9,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X10.3",2.64227857400089,4,10,0,0.01,1,0.01,1,1,0,0,0,1,0,0,0,1
"X1.4",-1.30233281243406,5,1,0,0.01,2,0.0512710963760241,1,1,1,0,1,1,1,1,1,1
"X2.4",2.53949931631838,5,2,0,0.01,2,0.105170918075648,1,1,1,0,1,1,1,1,1,1
"X3.4",0.482578590598867,5,3,0,0.01,2,0.161834242728283,1,1,1,0,1,1,1,1,1,1
"X4.4",0.983810539050604,5,4,0,0.01,2,0.22140275816017,1,1,1,0,1,1,1,1,1,1
"X5.4",-0.696837085635915,5,5,0,0.01,2,0.284025416687741,1,1,1,0,1,1,1,1,1,1
"X6.4",-0.0400623754607383,5,6,0,0.01,2,0.349858807576003,1,1,1,0,1,1,1,1,1,1
"X7.4",1.92976841235804,5,7,0,0.01,2,0.419067548593257,1,1,1,0,1,1,1,1,1,1
"X8.4",1.64572633156792,5,8,0,0.01,2,0.49182469764127,1,1,1,0,1,1,1,1,1,1
"X9.4",-0.400059795532568,5,9,0,0.01,2,0.568312185490169,1,1,1,0,1,1,1,1,1,1
"X10.4",0.480912560506291,5,10,0,0.01,2,0.648721270700128,1,1,1,0,1,1,1,1,1,1
"X1.5",-0.531929663525447,6,1,0,0.01,3,0.127496851579376,1,0,1,1,1,1,1,0,0,0
"X2.5",0.314250317294385,6,2,0,0.01,3,0.271249150321405,1,0,1,1,1,1,1,0,0,0
"X3.5",-2.26665804063909,6,3,0,0.01,3,0.43332941456034,1,0,1,1,1,1,1,0,0,0
"X4.5",3.13770811180482,6,4,0,0.01,3,0.616074402192893,1,0,1,1,1,1,1,0,0,0
"X5.5",1.72407424609829,6,5,0,0.01,3,0.822118800390509,1,0,1,1,1,1,1,0,0,0
"X6.5",2.18119155721649,6,6,0,0.01,3,1.05443321064389,1,0,1,1,1,1,1,0,0,0
"X7.5",0.724291638316021,6,7,0,0.01,3,1.31636697678109,1,0,1,1,1,1,1,0,0,0
"X8.5",2.08652738176642,6,8,0,0.01,3,1.61169647342312,1,0,1,1,1,1,1,0,0,0
"X9.5",0.806703342561666,6,9,1,0.01,3,1.94467955106552,1,0,1,1,1,1,1,0,0,0
"X10.5",1.86424780787033,6,10,0,0.01,3,2.32011692273655,1,0,1,1,1,1,1,0,0,0
"X1.6",-0.852678427356031,7,1,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X2.6",1.07511082328751,7,2,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X3.6",-0.536546921860196,7,3,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
