"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.729467818156196,1,1,0,0.01,2,0.0512710963760241,1,0,0,1,0,1,1,1,0,0
"X2",-0.867774498205508,1,2,0,0.01,2,0.105170918075648,1,0,0,1,0,1,1,1,0,0
"X3",0.864350444674523,1,3,0,0.01,2,0.161834242728283,1,0,0,1,0,1,1,1,0,0
"X4",-0.716783765211416,1,4,0,0.01,2,0.22140275816017,1,0,0,1,0,1,1,1,0,0
"X5",0.63153074317467,1,5,0,0.01,2,0.284025416687741,1,0,0,1,0,1,1,1,0,0
"X6",-0.0383212278556307,1,6,0,0.01,2,0.349858807576003,1,0,0,1,0,1,1,1,0,0
"X7",-0.412081055644672,1,7,0,0.01,2,0.419067548593257,1,0,0,1,0,1,1,1,0,0
"X8",-0.573430112951356,1,8,0,0.01,2,0.49182469764127,1,0,0,1,0,1,1,1,0,0
"X9",-0.487175292370189,1,9,0,0.01,2,0.568312185490169,1,0,0,1,0,1,1,1,0,0
"X10",0.474179192217654,1,10,0,0.01,2,0.648721270700128,1,0,0,1,0,1,1,1,0,0
"X1.1",0.712849166473635,2,1,0,0.01,2,0.0512710963760241,1,1,1,0,1,0,0,0,0,1
"X2.1",1.80654075342179,2,2,0,0.01,2,0.105170918075648,1,1,1,0,1,0,0,0,0,1
"X3.1",0.954040657102374,2,3,0,0.01,2,0.161834242728283,1,1,1,0,1,0,0,0,0,1
"X4.1",0.374090413624343,2,4,0,0.01,2,0.22140275816017,1,1,1,0,1,0,0,0,0,1
"X5.1",-1.27005205267912,2,5,0,0.01,2,0.284025416687741,1,1,1,0,1,0,0,0,0,1
"X6.1",-0.670797936127931,2,6,0,0.01,2,0.349858807576003,1,1,1,0,1,0,0,0,0,1
"X7.1",-0.787776606141312,2,7,0,0.01,2,0.419067548593257,1,1,1,0,1,0,0,0,0,1
"X8.1",1.35436512704754,2,8,1,0.01,2,0.49182469764127,1,1,1,0,1,0,0,0,0,1
"X9.1",-0.770230611883423,2,9,0,0.01,2,0.568312185490169,1,1,1,0,1,0,0,0,0,1
"X10.1",0.858672718430344,2,10,0,0.01,2,0.648721270700128,1,1,1,0,1,0,0,0,0,1
"X1.2",-0.177728043664437,3,1,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X2.2",-0.878738243688523,3,2,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X3.2",-0.439977707961543,3,3,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X4.2",-0.806169328785726,3,4,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X5.2",0.643568551509269,3,5,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X6.2",1.74435140756535,3,6,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X7.2",-0.0676780430046909,3,7,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X8.2",-1.25342159010253,3,8,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X9.2",0.775531348575719,3,9,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X10.2",-0.794821559043982,3,10,0,0.01,1,0.01,0,1,0,0,0,0,1,0,0,0
"X1.3",1.38473794190451,4,1,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X2.3",1.20487098696538,4,2,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X3.3",-1.06605288904939,4,3,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X4.3",0.389497430889821,4,4,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X5.3",-0.390416618965151,4,5,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X6.3",-0.604592035985797,4,6,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
"X7.3",-1.02378683224432,4,7,0,0.01,1,0.01,1,1,0,0,0,0,0,1,1,0
