"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-1.67079101248265,1,1,0,0.01,2,0.0512710963760241,1,0,0,1,1,0,0,0,0,0
"X2",-0.0562279729605174,1,2,0,0.01,2,0.105170918075648,1,0,0,1,1,0,0,0,0,0
"X3",1.67824339901594,1,3,0,0.01,2,0.161834242728283,1,0,0,1,1,0,0,0,0,0
"X4",0.0115916726085105,1,4,0,0.01,2,0.22140275816017,1,0,0,1,1,0,0,0,0,0
"X5",-0.0550953744468798,1,5,0,0.01,2,0.284025416687741,1,0,0,1,1,0,0,0,0,0
"X6",0.700413061455968,1,6,0,0.01,2,0.349858807576003,1,0,0,1,1,0,0,0,0,0
"X7",0.651394036781305,1,7,0,0.01,2,0.419067548593257,1,0,0,1,1,0,0,0,0,0
"X8",1.98022053608619,1,8,0,0.01,2,0.49182469764127,1,0,0,1,1,0,0,0,0,0
"X9",0.917712420933344,1,9,0,0.01,2,0.568312185490169,1,0,0,1,1,0,0,0,0,0
"X10",-0.110789632955622,1,10,0,0.01,2,0.648721270700128,1,0,0,1,1,0,0,0,0,0
"X1.1",0.744398271558404,2,1,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X2.1",1.80265673175653,2,2,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X3.1",-1.34910478120889,2,3,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X4.1",0.699117700953996,2,4,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X5.1",-0.616624525243759,2,5,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X6.1",-0.288828523131569,2,6,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X7.1",-0.680533155737942,2,7,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X8.1",0.526099668625404,2,8,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X9.1",0.319946520322685,2,9,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X10.1",1.33816610208987,2,10,0,0.01,1,0.01,0,1,1,0,1,1,1,0,1,0
"X1.2",-1.46932075557055,3,1,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X2.2",-0.133544214332536,3,2,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X3.2",0.460534545636928,3,3,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X4.2",-1.28256869198859,3,4,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X5.2",-0.862170865600288,3,5,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X6.2",-1.59271184766524,3,6,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X7.2",0.865304636670927,3,7,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X8.2",1.5862243237808,3,8,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
"X9.2",-0.066823316776554,3,9,0,0.01,1,0.01,0,1,0,1,1,0,0,1,0,1
