"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.50100437393927,1,1,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X2",0.145763874654539,1,2,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X3",0.600567581415225,1,3,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X4",0.488198379280348,1,4,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X5",-1.5026446989353,1,5,1,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X6",-0.210879230978109,1,6,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X7",0.136489281319414,1,7,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X8",-0.408466615022922,1,8,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X9",-0.218832077788869,1,9,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X10",-1.03653787003256,1,10,0,0.01,1,0.01,1,1,1,0,1,1,1,1,0,1
"X1.1",2.11788587040914,2,1,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X2.1",2.06576158940502,2,2,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X3.1",-0.0339435291017745,2,3,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X4.1",0.743789471154872,2,4,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X5.1",-0.646540897203904,2,5,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X6.1",-1.37379293308025,2,6,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X7.1",1.0765526813739,2,7,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X8.1",-1.45391222744565,2,8,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X9.1",0.392757469534152,2,9,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X10.1",-0.44930700250075,2,10,0,0.01,1,0.01,1,0,0,1,0,0,0,0,0,1
"X1.2",-0.311963920500108,3,1,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X2.2",-0.119897785110359,3,2,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X3.2",-0.0219515681636595,3,3,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X4.2",1.96741527676068,3,4,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X5.2",-0.163282430709076,3,5,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X6.2",-1.46896154580997,3,6,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X7.2",-0.0589792478232926,3,7,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X8.2",-1.62153415892061,3,8,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X9.2",0.720428392798937,3,9,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X10.2",0.106231723567244,3,10,0,0.01,1,0.01,1,1,0,0,1,1,0,0,0,0
"X1.3",-1.09641685949066,4,1,0,0.01,2,0.0512710963760241,0,0,0,0,1,0,0,1,0,0
"X2.3",-0.771691485783299,4,2,0,0.01,2,0.105170918075648,0,0,0,0,1,0,0,1,0,0
"X3.3",0.809404392583158,4,3,0,0.01,2,0.161834242728283,0,0,0,0,1,0,0,1,0,0
"X4.3",0.00731840657807672,4,4,0,0.01,2,0.22140275816017,0,0,0,0,1,0,0,1,0,0
"X5.3",-0.465688983035712,4,5,0,0.01,2,0.284025416687741,0,0,0,0,1,0,0,1,0,0
"X6.3",1.84494160386409,4,6,0,0.01,2,0.349858807576003,0,0,0,0,1,0,0,1,0,0
"X7.3",2.53533966374906,4,7,0,0.01,2,0.419067548593257,0,0,0,0,1,0,0,1,0,0
"X8.3",0.380583202460012,4,8,0,0.01,2,0.49182469764127,0,0,0,0,1,0,0,1,0,0
"X9.3",1.02525904257893,4,9,0,0.01,2,0.568312185490169,0,0,0,0,1,0,0,1,0,0
"X10.3",3.45448737352546,4,10,0,0.01,2,0.648721270700128,0,0,0,0,1,0,0,1,0,0
"X1.4",0.626797152511034,5,1,0,0.01,3,0.127496851579376,0,1,1,1,0,1,1,0,1,0
"X2.4",0.866867230860223,5,2,0,0.01,3,0.271249150321405,0,1,1,1,0,1,1,0,1,0
"X3.4",-2.33653849548119,5,3,0,0.01,3,0.43332941456034,0,1,1,1,0,1,1,0,1,0
"X4.4",-0.605838676253234,5,4,0,0.01,3,0.616074402192893,0,1,1,1,0,1,1,0,1,0
"X5.4",1.6833087620545,5,5,0,0.01,3,0.822118800390509,0,1,1,1,0,1,1,0,1,0
"X6.4",-0.531622622633149,5,6,0,0.01,3,1.05443321064389,0,1,1,1,0,1,1,0,1,0
