"Y","i","t","alphai","gi","alpha_gi","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Tr","lead1","lead2","lead3","lead4","lead5","lag1","lag2","lag3","lag4","lag5"
0.755472255905218,1,1,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.906363896994767,1,2,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.368750800719681,1,3,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.751163483363369,1,4,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.680911971376684,1,5,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.24091431946918,1,6,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.506700866641587,1,7,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.19485147966177,1,8,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.09297430004893,1,9,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.917275830259948,1,10,0,1,0.01,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.43707750894279,2,1,0,2,0.0512710963760241,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.79316129731227,2,2,0,2,0.105170918075648,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.25790663933867,2,3,0,2,0.161834242728283,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.381232445206429,2,4,0,2,0.22140275816017,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.94404256052429,2,5,0,2,0.284025416687741,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.27060554346496,2,6,0,2,0.349858807576003,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.58157591688098,2,7,0,2,0.419067548593257,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.6951981873973,2,8,0,2,0.49182469764127,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.2601007030224,2,9,0,2,0.568312185490169,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.81765095094799,2,10,0,2,0.648721270700128,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.044606201825,3,1,0,2,0.0512710963760241,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.592373063645762,3,2,0,2,0.105170918075648,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0613266778703412,3,3,0,2,0.161834242728283,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.88771198841763,3,4,0,2,0.22140275816017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.330214871242816,3,5,0,2,0.284025416687741,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.16201483982136,3,6,0,2,0.349858807576003,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.18075909875771,3,7,0,2,0.419067548593257,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.47341652804513,3,8,0,2,0.49182469764127,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.9413920506058,3,9,0,2,0.568312185490169,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.47300926412937,3,10,0,2,0.648721270700128,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0784818417745,4,1,0,2,0.0512710963760241,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.22198478095899,4,2,0,2,0.105170918075648,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.283383461187001,4,3,0,2,0.161834242728283,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.235239005270302,4,4,0,2,0.22140275816017,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.247649557662763,4,5,0,2,0.284025416687741,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.32413402243945,4,6,0,2,0.349858807576003,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.82307853351303,4,7,0,2,0.419067548593257,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3.62727041767233,4,8,0,2,0.49182469764127,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.809288237033778,4,9,0,2,0.568312185490169,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.42179367424263,4,10,0,2,0.648721270700128,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.482611277904,5,1,0,2,0.0512710963760241,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.09305772768697,5,2,0,2,0.105170918075648,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
