"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",1.01978226015919,1,1,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X2",0.197679939424753,1,2,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X3",0.732192922244518,1,3,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X4",0.394497345646659,1,4,1,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X5",1.00958913997508,1,5,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X6",-0.881454834352215,1,6,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X7",0.48981844200663,1,7,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X8",-0.0236666720577032,1,8,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X9",-0.864333027515765,1,9,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X10",-0.221227425897973,1,10,0,0.01,1,0.01,0,1,1,0,1,1,1,1,0,1
"X1.1",1.31927316309767,2,1,0,0.01,2,0.0512710963760241,1,1,1,1,0,1,1,1,0,0
"X2.1",1.09662836914118,2,2,0,0.01,2,0.105170918075648,1,1,1,1,0,1,1,1,0,0
"X3.1",-0.395562026395834,2,3,0,0.01,2,0.161834242728283,1,1,1,1,0,1,1,1,0,0
"X4.1",0.778073874639513,2,4,0,0.01,2,0.22140275816017,1,1,1,1,0,1,1,1,0,0
"X5.1",3.92312374362555,2,5,0,0.01,2,0.284025416687741,1,1,1,1,0,1,1,1,0,0
"X6.1",2.69399450995568,2,6,0,0.01,2,0.349858807576003,1,1,1,1,0,1,1,1,0,0
"X7.1",0.866920374038647,2,7,0,0.01,2,0.419067548593257,1,1,1,1,0,1,1,1,0,0
"X8.1",0.238880886968668,2,8,0,0.01,2,0.49182469764127,1,1,1,1,0,1,1,1,0,0
"X9.1",0.43567331114996,2,9,0,0.01,2,0.568312185490169,1,1,1,1,0,1,1,1,0,0
"X10.1",1.64179596598187,2,10,0,0.01,2,0.648721270700128,1,1,1,1,0,1,1,1,0,0
"X1.2",0.996537365512332,3,1,0,0.01,3,0.127496851579376,0,0,1,0,1,1,0,0,0,0
"X2.2",0.245964261759746,3,2,0,0.01,3,0.271249150321405,0,0,1,0,1,1,0,0,0,0
"X3.2",2.80681891186943,3,3,0,0.01,3,0.43332941456034,0,0,1,0,1,1,0,0,0,0
"X4.2",2.17468749235093,3,4,0,0.01,3,0.616074402192893,0,0,1,0,1,1,0,0,0,0
"X5.2",1.61088670588045,3,5,0,0.01,3,0.822118800390509,0,0,1,0,1,1,0,0,0,0
"X6.2",0.458586653244265,3,6,0,0.01,3,1.05443321064389,0,0,1,0,1,1,0,0,0,0
"X7.2",0.621883943298901,3,7,0,0.01,3,1.31636697678109,0,0,1,0,1,1,0,0,0,0
"X8.2",1.799731435165,3,8,0,0.01,3,1.61169647342312,0,0,1,0,1,1,0,0,0,0
"X9.2",1.79498080281237,3,9,0,0.01,3,1.94467955106552,0,0,1,0,1,1,0,0,0,0
"X10.2",1.81019433732389,3,10,0,0.01,3,2.32011692273655,0,0,1,0,1,1,0,0,0,0
"X1.3",0.636941316163869,4,1,0,0.01,2,0.0512710963760241,1,1,1,1,0,0,0,1,0,0
"X2.3",-0.95345166374028,4,2,0,0.01,2,0.105170918075648,1,1,1,1,0,0,0,1,0,0
"X3.3",0.532754370518258,4,3,0,0.01,2,0.161834242728283,1,1,1,1,0,0,0,1,0,0
"X4.3",1.05091882636887,4,4,0,0.01,2,0.22140275816017,1,1,1,1,0,0,0,1,0,0
"X5.3",0.762415250112424,4,5,0,0.01,2,0.284025416687741,1,1,1,1,0,0,0,1,0,0
"X6.3",1.16852758517178,4,6,0,0.01,2,0.349858807576003,1,1,1,1,0,0,0,1,0,0
"X7.3",0.24072262834044,4,7,0,0.01,2,0.419067548593257,1,1,1,1,0,0,0,1,0,0
"X8.3",0.766984839623781,4,8,0,0.01,2,0.49182469764127,1,1,1,1,0,0,0,1,0,0
"X9.3",0.0892651660902239,4,9,0,0.01,2,0.568312185490169,1,1,1,1,0,0,0,1,0,0
"X10.3",1.38284064734184,4,10,0,0.01,2,0.648721270700128,1,1,1,1,0,0,0,1,0,0
"X1.4",0.527437305254073,5,1,0,0.01,3,0.127496851579376,0,1,0,0,0,0,0,1,0,0
"X2.4",-0.199731011363304,5,2,0,0.01,3,0.271249150321405,0,1,0,0,0,0,0,1,0,0
"X3.4",1.23230274679871,5,3,0,0.01,3,0.43332941456034,0,1,0,0,0,0,0,1,0,0
"X4.4",-0.460871751999051,5,4,0,0.01,3,0.616074402192893,0,1,0,0,0,0,0,1,0,0
"X5.4",1.43091650704191,5,5,0,0.01,3,0.822118800390509,0,1,0,0,0,0,0,1,0,0
"X6.4",-0.237353220141133,5,6,0,0.01,3,1.05443321064389,0,1,0,0,0,0,0,1,0,0
"X7.4",1.13451985553117,5,7,0,0.01,3,1.31636697678109,0,1,0,0,0,0,0,1,0,0
"X8.4",-0.446873713142423,5,8,0,0.01,3,1.61169647342312,0,1,0,0,0,0,0,1,0,0
"X9.4",1.93504294672921,5,9,1,0.01,3,1.94467955106552,0,1,0,0,0,0,0,1,0,0
"X10.4",2.67623588073075,5,10,0,0.01,3,2.32011692273655,0,1,0,0,0,0,0,1,0,0
"X1.5",0.993889224357575,6,1,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X2.5",0.823862200188899,6,2,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X3.5",0.622094914332423,6,3,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X4.5",0.832914682865938,6,4,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X5.5",0.401186805791215,6,5,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X6.5",0.151485234423438,6,6,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X7.5",0.464709602966546,6,7,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X8.5",1.002941742951,6,8,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X9.5",-1.17408162160766,6,9,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X10.5",-0.84457588362336,6,10,0,0.01,1,0.01,1,1,1,1,1,0,1,0,1,0
"X1.6",0.947478600243067,7,1,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X2.6",1.71070100189059,7,2,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X3.6",-0.297915361485471,7,3,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X4.6",-0.236906753251944,7,4,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X5.6",-0.360568544348296,7,5,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X6.6",-0.569827005898455,7,6,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X7.6",1.17458069170683,7,7,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X8.6",-0.653832644344371,7,8,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X9.6",0.927661650715387,7,9,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X10.6",0.0101689681617529,7,10,0,0.01,1,0.01,0,0,1,0,0,1,1,0,0,0
"X1.7",-0.262865205048016,8,1,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X2.7",0.833616483056967,8,2,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X3.7",0.991859411309782,8,3,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X4.7",-1.20238773317308,8,4,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X5.7",1.23522929579283,8,5,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X6.7",1.55787403421916,8,6,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X7.7",0.315722427776493,8,7,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X8.7",0.407323175458477,8,8,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X9.7",-2.3186560643789,8,9,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X10.7",-0.221010192270607,8,10,0,0.01,1,0.01,0,0,0,1,1,1,0,1,0,1
"X1.8",1.26032439040635,9,1,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X2.8",1.29143425434317,9,2,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X3.8",0.711384798427111,9,3,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X4.8",0.704329677400075,9,4,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X5.8",-0.207170295890962,9,5,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X6.8",1.53908582518581,9,6,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X7.8",-0.78367306007887,9,7,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X8.8",1.93837395563361,9,8,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X9.8",1.3297731267451,9,9,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X10.8",1.0302530964737,9,10,0,0.01,1,0.01,0,1,1,0,1,0,1,1,1,1
"X1.9",0.246223198086398,10,1,0,0.01,2,0.0512710963760241,1,0,0,1,0,1,1,0,0,0
"X2.9",-0.817600591214589,10,2,0,0.01,2,0.105170918075648,1,0,0,1,0,1,1,0,0,0
"X3.9",-0.430985656872084,10,3,0,0.01,2,0.161834242728283,1,0,0,1,0,1,1,0,0,0
"X4.9",2.65438768285937,10,4,0,0.01,2,0.22140275816017,1,0,0,1,0,1,1,0,0,0
"X5.9",-0.561060130512279,10,5,0,0.01,2,0.284025416687741,1,0,0,1,0,1,1,0,0,0
"X6.9",0.385399164590708,10,6,0,0.01,2,0.349858807576003,1,0,0,1,0,1,1,0,0,0
"X7.9",2.33491480338984,10,7,0,0.01,2,0.419067548593257,1,0,0,1,0,1,1,0,0,0
"X8.9",2.53197190926894,10,8,0,0.01,2,0.49182469764127,1,0,0,1,0,1,1,0,0,0
"X9.9",-0.92828612931111,10,9,0,0.01,2,0.568312185490169,1,0,0,1,0,1,1,0,0,0
"X10.9",2.06909984568678,10,10,1,0.01,2,0.648721270700128,1,0,0,1,0,1,1,0,0,0
"X1.10",0.755502613729212,11,1,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X2.10",0.252483073381133,11,2,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X3.10",1.61552293091099,11,3,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X4.10",0.752544538466432,11,4,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X5.10",-0.550729830360585,11,5,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X6.10",0.0947155598931111,11,6,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X7.10",1.09502972237634,11,7,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X8.10",1.77016323699864,11,8,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X9.10",1.33182927772436,11,9,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X10.10",-0.722367850947201,11,10,0,0.0512710963760241,1,0.01,1,1,1,1,1,1,1,1,0,0
"X1.11",1.1256949510177,12,1,0,0.105170918075648,2,0.0512710963760241,1,1,1,1,1,0,0,0,1,1
"X2.11",-0.616293607608545,12,2,0,0.105170918075648,2,0.105170918075648,1,1,1,1,1,0,0,0,1,1
"X3.11",0.642853819745515,12,3,0,0.105170918075648,2,0.161834242728283,1,1,1,1,1,0,0,0,1,1
"X4.11",0.940853053595974,12,4,0,0.105170918075648,2,0.22140275816017,1,1,1,1,1,0,0,0,1,1
"X5.11",1.790148998943,12,5,0,0.105170918075648,2,0.284025416687741,1,1,1,1,1,0,0,0,1,1
"X6.11",0.553895660881146,12,6,0,0.105170918075648,2,0.349858807576003,1,1,1,1,1,0,0,0,1,1
"X7.11",0.130056313118777,12,7,0,0.105170918075648,2,0.419067548593257,1,1,1,1,1,0,0,0,1,1
"X8.11",1.74296715314252,12,8,0,0.105170918075648,2,0.49182469764127,1,1,1,1,1,0,0,0,1,1
