"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-1.1042563717861,1,1,0,0.01,2,0.0512710963760241,0,0,0,0,0,1,0,0,1,1
"X2",-0.926599620547598,1,2,0,0.01,2,0.105170918075648,0,0,0,0,0,1,0,0,1,1
"X3",0.751247591288049,1,3,0,0.01,2,0.161834242728283,0,0,0,0,0,1,0,0,1,1
"X4",0.218850671717648,1,4,0,0.01,2,0.22140275816017,0,0,0,0,0,1,0,0,1,1
"X5",0.855187441734422,1,5,0,0.01,2,0.284025416687741,0,0,0,0,0,1,0,0,1,1
"X6",2.49977591078795,1,6,0,0.01,2,0.349858807576003,0,0,0,0,0,1,0,0,1,1
"X7",0.646802979844312,1,7,0,0.01,2,0.419067548593257,0,0,0,0,0,1,0,0,1,1
"X8",0.0203996548991963,1,8,0,0.01,2,0.49182469764127,0,0,0,0,0,1,0,0,1,1
"X9",1.01707402531664,1,9,0,0.01,2,0.568312185490169,0,0,0,0,0,1,0,0,1,1
"X10",1.66116266989513,1,10,0,0.01,2,0.648721270700128,0,0,0,0,0,1,0,0,1,1
"X1.1",-0.574483173752866,2,1,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X2.1",-1.37687588518997,2,2,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X3.1",0.0502675204700569,2,3,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X4.1",1.05511346441701,2,4,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X5.1",-1.28960734648778,2,5,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X6.1",0.962626514696735,2,6,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X7.1",0.0445305444077746,2,7,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X8.1",-2.56903731884924,2,8,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X9.1",-0.623282126039318,2,9,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X10.1",-0.670943579485267,2,10,0,0.01,1,0.01,1,1,1,0,1,0,0,0,1,0
"X1.2",1.08819442713683,3,1,0,0.01,3,0.127496851579376,0,1,1,0,1,0,1,0,0,0
"X2.2",0.147061544621864,3,2,0,0.01,3,0.271249150321405,0,1,1,0,1,0,1,0,0,0
"X3.2",1.23840037828606,3,3,0,0.01,3,0.43332941456034,0,1,1,0,1,0,1,0,0,0
"X4.2",-0.478573244638644,3,4,0,0.01,3,0.616074402192893,0,1,1,0,1,0,1,0,0,0
"X5.2",0.0769254294450088,3,5,0,0.01,3,0.822118800390509,0,1,1,0,1,0,1,0,0,0
"X6.2",-0.615082640224512,3,6,0,0.01,3,1.05443321064389,0,1,1,0,1,0,1,0,0,0
"X7.2",2.18787858917835,3,7,0,0.01,3,1.31636697678109,0,1,1,0,1,0,1,0,0,0
"X8.2",1.42286121944921,3,8,0,0.01,3,1.61169647342312,0,1,1,0,1,0,1,0,0,0
"X9.2",2.08612726237383,3,9,0,0.01,3,1.94467955106552,0,1,1,0,1,0,1,0,0,0
"X10.2",1.81622997401172,3,10,0,0.01,3,2.32011692273655,0,1,1,0,1,0,1,0,0,0
"X1.3",-1.7397432758099,4,1,0,0.01,2,0.0512710963760241,0,1,1,0,0,0,0,1,1,1
"X2.3",-0.40316384228629,4,2,0,0.01,2,0.105170918075648,0,1,1,0,0,0,0,1,1,1
"X3.3",-0.864033789007875,4,3,0,0.01,2,0.161834242728283,0,1,1,0,0,0,0,1,1,1
"X4.3",-0.203750180644939,4,4,0,0.01,2,0.22140275816017,0,1,1,0,0,0,0,1,1,1
"X5.3",-0.00567194483169753,4,5,0,0.01,2,0.284025416687741,0,1,1,0,0,0,0,1,1,1
"X6.3",1.18253087373839,4,6,0,0.01,2,0.349858807576003,0,1,1,0,0,0,0,1,1,1
"X7.3",-0.0936727078306924,4,7,0,0.01,2,0.419067548593257,0,1,1,0,0,0,0,1,1,1
"X8.3",-0.545216886961583,4,8,0,0.01,2,0.49182469764127,0,1,1,0,0,0,0,1,1,1
"X9.3",-1.01112794342935,4,9,0,0.01,2,0.568312185490169,0,1,1,0,0,0,0,1,1,1
"X10.3",1.21161102001502,4,10,0,0.01,2,0.648721270700128,0,1,1,0,0,0,0,1,1,1
"X1.4",-0.0698603850364518,5,1,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X2.4",-1.80298916231862,5,2,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X3.4",-0.38034970984491,5,3,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X4.4",-0.131967011405541,5,4,1,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X5.4",-0.204861529987569,5,5,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X6.4",-0.225361385504864,5,6,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X7.4",1.2500494274188,5,7,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X8.4",1.03543539404359,5,8,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X9.4",-2.16753088181429,5,9,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X10.4",-0.0591323112206589,5,10,0,0.01,1,0.01,1,1,0,0,1,0,1,0,0,1
"X1.5",-0.610346907333078,6,1,0,0.01,2,0.0512710963760241,1,1,0,1,0,0,0,1,1,0
"X2.5",-1.28625462048759,6,2,0,0.01,2,0.105170918075648,1,1,0,1,0,0,0,1,1,0
"X3.5",-0.58661213044084,6,3,0,0.01,2,0.161834242728283,1,1,0,1,0,0,0,1,1,0
"X4.5",0.174828545513283,6,4,0,0.01,2,0.22140275816017,1,1,0,1,0,0,0,1,1,0
