"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-0.609043204864376,1,1,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X2",0.74913350944083,1,2,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X3",-0.45555225430828,1,3,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X4",0.386328925509107,1,4,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X5",-1.28636795627321,1,5,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X6",-0.957923783429312,1,6,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X7",-0.766209991729604,1,7,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X8",0.341707749034765,1,8,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X9",-1.62431713275999,1,9,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X10",1.31614123087388,1,10,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,1
"X1.1",1.75860088413947,2,1,0,0.01,2,0.0512710963760241,0,0,0,0,0,1,0,0,0,0
"X2.1",0.0232559622879376,2,2,0,0.01,2,0.105170918075648,0,0,0,0,0,1,0,0,0,0
"X3.1",0.856725169018587,2,3,0,0.01,2,0.161834242728283,0,0,0,0,0,1,0,0,0,0
"X4.1",1.52999768540334,2,4,0,0.01,2,0.22140275816017,0,0,0,0,0,1,0,0,0,0
"X5.1",1.52683032809364,2,5,0,0.01,2,0.284025416687741,0,0,0,0,0,1,0,0,0,0
"X6.1",1.10222915833422,2,6,0,0.01,2,0.349858807576003,0,0,0,0,0,1,0,0,0,0
"X7.1",-0.237024803919968,2,7,0,0.01,2,0.419067548593257,0,0,0,0,0,1,0,0,0,0
"X8.1",0.986513842623408,2,8,0,0.01,2,0.49182469764127,0,0,0,0,0,1,0,0,0,0
"X9.1",1.44323071980197,2,9,0,0.01,2,0.568312185490169,0,0,0,0,0,1,0,0,0,0
"X10.1",1.26388321069098,2,10,0,0.01,2,0.648721270700128,0,0,0,0,0,1,0,0,0,0
"X1.2",-0.739602727883254,3,1,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X2.2",-1.02144738737289,3,2,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X3.2",0.353646073584137,3,3,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X4.2",-0.675955036661417,3,4,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X5.2",0.059555746763654,3,5,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X6.2",-1.35423374564945,3,6,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X7.2",0.529153261887211,3,7,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X8.2",-0.530787742773228,3,8,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X9.2",0.186195969021097,3,9,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X10.2",-1.4903158236216,3,10,0,0.01,1,0.01,1,1,1,1,1,0,1,1,0,0
"X1.3",2.64208419884843,4,1,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X2.3",1.39087308046092,4,2,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X3.3",-1.84834331648908,4,3,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X4.3",0.0343976622945838,4,4,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X5.3",-0.228502045328808,4,5,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X6.3",-1.21112789126226,4,6,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X7.3",0.438950221461062,4,7,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X8.3",-0.138214663403689,4,8,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X9.3",-0.267372032865993,4,9,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X10.3",-1.29926554287941,4,10,0,0.01,1,0.01,0,0,1,0,1,1,0,1,0,1
"X1.4",-0.841330460591455,5,1,0,0.01,2,0.0512710963760241,0,1,1,1,1,0,1,1,0,1
"X2.4",1.84607532723079,5,2,0,0.01,2,0.105170918075648,0,1,1,1,1,0,1,1,0,1
"X3.4",-0.169048477882745,5,3,0,0.01,2,0.161834242728283,0,1,1,1,1,0,1,1,0,1
"X4.4",-0.437260636620856,5,4,0,0.01,2,0.22140275816017,0,1,1,1,1,0,1,1,0,1
"X5.4",-0.307543340464304,5,5,0,0.01,2,0.284025416687741,0,1,1,1,1,0,1,1,0,1
"X6.4",0.415861616810322,5,6,0,0.01,2,0.349858807576003,0,1,1,1,1,0,1,1,0,1
"X7.4",-0.951978852613987,5,7,0,0.01,2,0.419067548593257,0,1,1,1,1,0,1,1,0,1
"X8.4",0.276147865657308,5,8,0,0.01,2,0.49182469764127,0,1,1,1,1,0,1,1,0,1
"X9.4",2.19609019683063,5,9,0,0.01,2,0.568312185490169,0,1,1,1,1,0,1,1,0,1
"X10.4",1.16709990066507,5,10,0,0.01,2,0.648721270700128,0,1,1,1,1,0,1,1,0,1
"X1.5",0.937297508038251,6,1,0,0.01,2,0.0512710963760241,1,1,1,1,0,1,1,1,1,0
"X2.5",0.589430316854407,6,2,0,0.01,2,0.105170918075648,1,1,1,1,0,1,1,1,1,0
"X3.5",-1.82410617574619,6,3,0,0.01,2,0.161834242728283,1,1,1,1,0,1,1,1,1,0
"X4.5",-1.60651496272689,6,4,0,0.01,2,0.22140275816017,1,1,1,1,0,1,1,1,1,0
"X5.5",-0.656047698837485,6,5,0,0.01,2,0.284025416687741,1,1,1,1,0,1,1,1,1,0
"X6.5",1.02785773947497,6,6,0,0.01,2,0.349858807576003,1,1,1,1,0,1,1,1,1,0
"X7.5",0.967568625943874,6,7,0,0.01,2,0.419067548593257,1,1,1,1,0,1,1,1,1,0
"X8.5",0.438620601877723,6,8,0,0.01,2,0.49182469764127,1,1,1,1,0,1,1,1,1,0
"X9.5",0.748410894440754,6,9,0,0.01,2,0.568312185490169,1,1,1,1,0,1,1,1,1,0
"X10.5",-0.220881506631629,6,10,0,0.01,2,0.648721270700128,1,1,1,1,0,1,1,1,1,0
"X1.6",0.0460711854781337,7,1,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X2.6",0.163829379766393,7,2,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X3.6",0.577064007927113,7,3,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X4.6",0.636055214875609,7,4,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X5.6",0.132543028866107,7,5,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X6.6",-2.12267711619135,7,6,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X7.6",-0.0462319929409733,7,7,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X8.6",-1.49654493089802,7,8,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X9.6",-1.86579092182568,7,9,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X10.6",1.5682250999524,7,10,0,0.01,1,0.01,1,1,1,1,1,1,0,1,1,0
"X1.7",1.07297329276459,8,1,0,0.01,1,0.01,1,0,0,0,1,0,1,0,0,0
