"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",2.13418545119365,1,1,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X2",0.218008091239867,1,2,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X3",0.30474293346417,1,3,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X4",-0.0367628931806617,1,4,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X5",-1.90521048716937,1,5,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X6",-0.698755475132928,1,6,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X7",0.159499438254144,1,7,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X8",-0.215492947451218,1,8,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X9",-0.202966957628899,1,9,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X10",-2.45815611306597,1,10,0,0.01,1,0.01,1,1,0,1,0,0,0,1,0,1
"X1.1",0.646072848656835,2,1,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X2.1",0.168883308271446,2,2,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X3.1",0.324705065733789,2,3,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X4.1",-0.580106902214171,2,4,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X5.1",0.792892392111274,2,5,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X6.1",0.496011646329792,2,6,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X7.1",-0.352681339098431,2,7,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X8.1",1.41195313870599,2,8,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X9.1",1.19889774630948,2,9,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X10.1",-0.755976651863782,2,10,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,0
"X1.2",-0.0721055283282277,3,1,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X2.2",0.29217573386745,3,2,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X3.2",-0.18756198431423,3,3,1,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X4.2",0.100100163803564,3,4,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X5.2",0.573675864159025,3,5,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X6.2",0.203882624707047,3,6,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X7.2",0.16950054248512,3,7,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X8.2",-1.08641472753582,3,8,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X9.2",0.762302650441218,3,9,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X10.2",0.12114810966724,3,10,0,0.01,1,0.01,0,1,1,0,1,1,0,1,0,0
"X1.3",0.20313053772208,4,1,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X2.3",-0.524116998831688,4,2,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X3.3",-1.39325463796284,4,3,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X4.3",-1.64852014814872,4,4,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X5.3",0.98541937820752,4,5,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X6.3",-0.092954453355778,4,6,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X7.3",0.779515339998052,4,7,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X8.3",-0.967236394691569,4,8,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X9.3",0.787340840962214,4,9,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X10.3",-0.269992752938548,4,10,0,0.01,1,0.01,0,1,1,1,0,0,0,1,1,0
"X1.4",-1.44824389746786,5,1,0,0.01,3,0.127496851579376,1,0,1,1,1,0,1,0,0,0
"X2.4",1.14168393801752,5,2,0,0.01,3,0.271249150321405,1,0,1,1,1,0,1,0,0,0
"X3.4",0.851359123576808,5,3,0,0.01,3,0.43332941456034,1,0,1,1,1,0,1,0,0,0
"X4.4",-0.457813862730345,5,4,0,0.01,3,0.616074402192893,1,0,1,1,1,0,1,0,0,0
"X5.4",2.02527086059181,5,5,0,0.01,3,0.822118800390509,1,0,1,1,1,0,1,0,0,0
"X6.4",2.26044117550049,5,6,0,0.01,3,1.05443321064389,1,0,1,1,1,0,1,0,0,0
"X7.4",1.38397602601988,5,7,0,0.01,3,1.31636697678109,1,0,1,1,1,0,1,0,0,0
"X8.4",0.284361496313516,5,8,0,0.01,3,1.61169647342312,1,0,1,1,1,0,1,0,0,0
"X9.4",2.19499342295452,5,9,1,0.01,3,1.94467955106552,1,0,1,1,1,0,1,0,0,0
"X10.4",1.03404196967731,5,10,0,0.01,3,2.32011692273655,1,0,1,1,1,0,1,0,0,0
"X1.5",0.496561406127388,6,1,0,0.01,3,0.127496851579376,0,1,1,1,0,0,0,1,1,1
"X2.5",-0.0303481403978333,6,2,0,0.01,3,0.271249150321405,0,1,1,1,0,0,0,1,1,1
"X3.5",1.1622129326434,6,3,0,0.01,3,0.43332941456034,0,1,1,1,0,0,0,1,1,1
"X4.5",1.40192483133811,6,4,0,0.01,3,0.616074402192893,0,1,1,1,0,0,0,1,1,1
"X5.5",-0.0353735340531102,6,5,0,0.01,3,0.822118800390509,0,1,1,1,0,0,0,1,1,1
"X6.5",2.58191582223629,6,6,0,0.01,3,1.05443321064389,0,1,1,1,0,0,0,1,1,1
"X7.5",1.23704209026255,6,7,1,0.01,3,1.31636697678109,0,1,1,1,0,0,0,1,1,1
