"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-0.866009915668723,1,1,0,0.01,3,0.127496851579376,1,0,1,0,0,0,0,0,0,0
"X2",1.65513378127893,1,2,0,0.01,3,0.271249150321405,1,0,1,0,0,0,0,0,0,0
"X3",3.31129752669143,1,3,0,0.01,3,0.43332941456034,1,0,1,0,0,0,0,0,0,0
"X4",3.98811199740979,1,4,0,0.01,3,0.616074402192893,1,0,1,0,0,0,0,0,0,0
"X5",4.57814254776895,1,5,0,0.01,3,0.822118800390509,1,0,1,0,0,0,0,0,0,0
"X6",4.79248848705915,1,6,0,0.01,3,1.05443321064389,1,0,1,0,0,0,0,0,0,0
"X7",7.84809172735991,1,7,0,0.01,3,1.31636697678109,1,0,1,0,0,0,0,0,0,0
"X8",8.96887125750253,1,8,0,0.01,3,1.61169647342312,1,0,1,0,0,0,0,0,0,0
"X9",10.4772389022483,1,9,0,0.01,3,1.94467955106552,1,0,1,0,0,0,0,0,0,0
"X10",12.5311702748945,1,10,0,0.01,3,2.32011692273655,1,0,1,0,0,0,0,0,0,0
"X1.1",-0.766030208732553,2,1,0,0.01,2,0.0512710963760241,0,0,1,1,0,0,1,1,0,0
"X2.1",1.55609928640953,2,2,0,0.01,2,0.105170918075648,0,0,1,1,0,0,1,1,0,0
"X3.1",-0.204823228691003,2,3,0,0.01,2,0.161834242728283,0,0,1,1,0,0,1,1,0,0
"X4.1",1.52008361996086,2,4,0,0.01,2,0.22140275816017,0,0,1,1,0,0,1,1,0,0
"X5.1",0.191856353166075,2,5,0,0.01,2,0.284025416687741,0,0,1,1,0,0,1,1,0,0
"X6.1",2.53079635144066,2,6,0,0.01,2,0.349858807576003,0,0,1,1,0,0,1,1,0,0
"X7.1",1.25233562323211,2,7,0,0.01,2,0.419067548593257,0,0,1,1,0,0,1,1,0,0
"X8.1",2.76840400860313,2,8,0,0.01,2,0.49182469764127,0,0,1,1,0,0,1,1,0,0
"X9.1",3.67008653059811,2,9,0,0.01,2,0.568312185490169,0,0,1,1,0,0,1,1,0,0
"X10.1",3.48903986554473,2,10,0,0.01,2,0.648721270700128,0,0,1,1,0,0,1,1,0,0
"X1.2",2.31799118911118,3,1,0,0.01,3,0.127496851579376,0,0,1,0,0,0,0,1,0,0
"X2.2",1.49871176841361,3,2,0,0.01,3,0.271249150321405,0,0,1,0,0,0,0,1,0,0
"X3.2",1.70337768245598,3,3,0,0.01,3,0.43332941456034,0,0,1,0,0,0,0,1,0,0
"X4.2",1.80143064108705,3,4,0,0.01,3,0.616074402192893,0,0,1,0,0,0,0,1,0,0
"X5.2",3.33233533377827,3,5,0,0.01,3,0.822118800390509,0,0,1,0,0,0,0,1,0,0
"X6.2",4.90364975113762,3,6,0,0.01,3,1.05443321064389,0,0,1,0,0,0,0,1,0,0
"X7.2",6.37620212417939,3,7,0,0.01,3,1.31636697678109,0,0,1,0,0,0,0,1,0,0
