"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-0.51456017806467,1,1,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X2",-0.673706034619592,1,2,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X3",-1.01708739774796,1,3,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X4",0.0470831314043495,1,4,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X5",0.120175863425927,1,5,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X6",-1.07759120437732,1,6,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X7",-2.03381276112403,1,7,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X8",-0.0289095034600485,1,8,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X9",-0.0690697614471658,1,9,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X10",2.17347256493142,1,10,0,0.01,1,0.01,0,0,0,0,0,0,1,0,1,0
"X1.1",-0.485130379831237,2,1,0,0.01,2,0.0512710963760241,1,1,0,1,1,1,1,0,0,1
"X2.1",-0.495484726321727,2,2,0,0.01,2,0.105170918075648,1,1,0,1,1,1,1,0,0,1
"X3.1",0.499486224194343,2,3,0,0.01,2,0.161834242728283,1,1,0,1,1,1,1,0,0,1
"X4.1",-0.567868162686128,2,4,0,0.01,2,0.22140275816017,1,1,0,1,1,1,1,0,0,1
"X5.1",0.937856244533185,2,5,1,0.01,2,0.284025416687741,1,1,0,1,1,1,1,0,0,1
"X6.1",0.338777885543246,2,6,0,0.01,2,0.349858807576003,1,1,0,1,1,1,1,0,0,1
"X7.1",3.04430049850909,2,7,0,0.01,2,0.419067548593257,1,1,0,1,1,1,1,0,0,1
"X8.1",-0.52890963151938,2,8,0,0.01,2,0.49182469764127,1,1,0,1,1,1,1,0,0,1
"X9.1",0.757001353656815,2,9,0,0.01,2,0.568312185490169,1,1,0,1,1,1,1,0,0,1
"X10.1",0.793900642058298,2,10,0,0.01,2,0.648721270700128,1,1,0,1,1,1,1,0,0,1
"X1.2",-1.90142561484672,3,1,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X2.2",0.84428376813771,3,2,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X3.2",-1.62219168432642,3,3,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X4.2",1.47274159641604,3,4,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X5.2",0.223875980310563,3,5,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X6.2",0.932979654916894,3,6,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X7.2",-0.899227457311288,3,7,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X8.2",-1.06170489241577,3,8,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X9.2",-2.5129255244216,3,9,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X10.2",-1.62140646384796,3,10,0,0.01,1,0.01,0,1,0,0,1,0,1,0,1,1
"X1.3",1.29280730317628,4,1,0,0.01,2,0.0512710963760241,0,1,0,0,1,0,1,0,0,1
