"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-0.488812691100658,1,1,0,0.01,3,0.127496851579376,0,0,0,0,1,0,1,1,1,1
"X2",0.769495498433662,1,2,0,0.01,3,0.271249150321405,0,0,0,0,1,0,1,1,1,1
"X3",0.418998703152776,1,3,0,0.01,3,0.43332941456034,0,0,0,0,1,0,1,1,1,1
"X4",2.09421110719821,1,4,0,0.01,3,0.616074402192893,0,0,0,0,1,0,1,1,1,1
"X5",-0.63734463734228,1,5,0,0.01,3,0.822118800390509,0,0,0,0,1,0,1,1,1,1
"X6",0.84567346558901,1,6,0,0.01,3,1.05443321064389,0,0,0,0,1,0,1,1,1,1
"X7",1.03108744571158,1,7,1,0.01,3,1.31636697678109,0,0,0,0,1,0,1,1,1,1
"X8",1.22190530635611,1,8,0,0.01,3,1.61169647342312,0,0,0,0,1,0,1,1,1,1
"X9",-0.0190097865553658,1,9,0,0.01,3,1.94467955106552,0,0,0,0,1,0,1,1,1,1
"X10",2.23781923339544,1,10,0,0.01,3,2.32011692273655,0,0,0,0,1,0,1,1,1,1
"X1.1",-1.79200064000731,2,1,0,0.01,2,0.0512710963760241,0,0,1,1,0,0,1,1,1,1
"X2.1",1.82227181248801,2,2,0,0.01,2,0.105170918075648,0,0,1,1,0,0,1,1,1,1
"X3.1",0.395882654059521,2,3,0,0.01,2,0.161834242728283,0,0,1,1,0,0,1,1,1,1
"X4.1",-0.69104170336882,2,4,0,0.01,2,0.22140275816017,0,0,1,1,0,0,1,1,1,1
"X5.1",1.97199159303965,2,5,0,0.01,2,0.284025416687741,0,0,1,1,0,0,1,1,1,1
"X6.1",1.45728485361481,2,6,0,0.01,2,0.349858807576003,0,0,1,1,0,0,1,1,1,1
"X7.1",0.924494738937167,2,7,0,0.01,2,0.419067548593257,0,0,1,1,0,0,1,1,1,1
"X8.1",0.331606746225199,2,8,0,0.01,2,0.49182469764127,0,0,1,1,0,0,1,1,1,1
"X9.1",0.355111390346908,2,9,0,0.01,2,0.568312185490169,0,0,1,1,0,0,1,1,1,1
"X10.1",1.08266280136727,2,10,0,0.01,2,0.648721270700128,0,0,1,1,0,0,1,1,1,1
"X1.2",-0.736014369089356,3,1,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X2.2",-0.347442349930504,3,2,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X3.2",0.905205131471949,3,3,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X4.2",-0.862519791069008,3,4,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X5.2",-0.0673022960290642,3,5,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X6.2",0.974928597498382,3,6,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X7.2",-0.66746602234452,3,7,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X8.2",-0.0787386603200493,3,8,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X9.2",1.41501784373454,3,9,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X10.2",-0.641135625829874,3,10,0,0.01,1,0.01,0,0,0,0,1,1,0,0,1,1
"X1.3",0.640503039521652,4,1,0,0.01,2,0.0512710963760241,0,0,0,1,1,1,1,1,1,0
"X2.3",0.0374101523254988,4,2,0,0.01,2,0.105170918075648,0,0,0,1,1,1,1,1,1,0
"X3.3",-0.950513980273962,4,3,0,0.01,2,0.161834242728283,0,0,0,1,1,1,1,1,1,0
"X4.3",0.0526890268123563,4,4,0,0.01,2,0.22140275816017,0,0,0,1,1,1,1,1,1,0
"X5.3",-0.492266007139803,4,5,0,0.01,2,0.284025416687741,0,0,0,1,1,1,1,1,1,0
"X6.3",-3.15489224795561,4,6,0,0.01,2,0.349858807576003,0,0,0,1,1,1,1,1,1,0
"X7.3",-0.494329022344263,4,7,0,0.01,2,0.419067548593257,0,0,0,1,1,1,1,1,1,0
"X8.3",-0.288483380610251,4,8,1,0.01,2,0.49182469764127,0,0,0,1,1,1,1,1,1,0
"X9.3",1.36130297796935,4,9,0,0.01,2,0.568312185490169,0,0,0,1,1,1,1,1,1,0
"X10.3",0.182153851101277,4,10,0,0.01,2,0.648721270700128,0,0,0,1,1,1,1,1,1,0
"X1.4",-1.65605582822883,5,1,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X2.4",-0.44104325401943,5,2,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X3.4",0.714721197217929,5,3,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X4.4",0.151909217719741,5,4,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X5.4",-1.28855951093384,5,5,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X6.4",-1.10857041356032,5,6,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X7.4",1.40224911612186,5,7,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X8.4",0.136429154044826,5,8,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X9.4",-0.399066574398305,5,9,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X10.4",0.826731907322077,5,10,0,0.01,1,0.01,1,0,0,1,0,1,1,0,0,1
"X1.5",0.28965300969485,6,1,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X2.5",-1.15062047720389,6,2,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X3.5",-0.954392434627546,6,3,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X4.5",-1.65206597697634,6,4,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X5.5",-0.637996756622418,6,5,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X6.5",1.01207013847195,6,6,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X7.5",1.49672980282476,6,7,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X8.5",-2.26993720946531,6,8,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X9.5",1.07981507576085,6,9,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X10.5",0.473788507437649,6,10,0,0.01,1,0.01,1,1,1,1,0,0,0,0,0,0
"X1.6",1.20803739416187,7,1,0,0.01,2,0.0512710963760241,0,1,0,0,1,0,1,1,0,0
"X2.6",0.515059913403404,7,2,0,0.01,2,0.105170918075648,0,1,0,0,1,0,1,1,0,0
"X3.6",-0.591114400998628,7,3,0,0.01,2,0.161834242728283,0,1,0,0,1,0,1,1,0,0
"X4.6",-0.789876131129956,7,4,0,0.01,2,0.22140275816017,0,1,0,0,1,0,1,1,0,0
"X5.6",-1.11850294362201,7,5,0,0.01,2,0.284025416687741,0,1,0,0,1,0,1,1,0,0
"X6.6",-0.615542036955042,7,6,0,0.01,2,0.349858807576003,0,1,0,0,1,0,1,1,0,0
"X7.6",-0.405504450007423,7,7,0,0.01,2,0.419067548593257,0,1,0,0,1,0,1,1,0,0
"X8.6",0.513889922520571,7,8,0,0.01,2,0.49182469764127,0,1,0,0,1,0,1,1,0,0
"X9.6",-0.990593171001353,7,9,0,0.01,2,0.568312185490169,0,1,0,0,1,0,1,1,0,0
"X10.6",1.82850736693896,7,10,0,0.01,2,0.648721270700128,0,1,0,0,1,0,1,1,0,0
"X1.7",-1.63847561754847,8,1,0,0.01,2,0.0512710963760241,0,1,1,1,1,1,1,1,0,0
"X2.7",-0.0883681632171866,8,2,0,0.01,2,0.105170918075648,0,1,1,1,1,1,1,1,0,0
"X3.7",-1.30257725913905,8,3,0,0.01,2,0.161834242728283,0,1,1,1,1,1,1,1,0,0
"X4.7",2.36381710270395,8,4,0,0.01,2,0.22140275816017,0,1,1,1,1,1,1,1,0,0
"X5.7",-0.708206819399818,8,5,0,0.01,2,0.284025416687741,0,1,1,1,1,1,1,1,0,0
"X6.7",-1.00308546187545,8,6,0,0.01,2,0.349858807576003,0,1,1,1,1,1,1,1,0,0
"X7.7",0.856828758641047,8,7,0,0.01,2,0.419067548593257,0,1,1,1,1,1,1,1,0,0
"X8.7",-0.22111727734824,8,8,0,0.01,2,0.49182469764127,0,1,1,1,1,1,1,1,0,0
"X9.7",-0.240561707486478,8,9,0,0.01,2,0.568312185490169,0,1,1,1,1,1,1,1,0,0
"X10.7",-0.664380467373961,8,10,0,0.01,2,0.648721270700128,0,1,1,1,1,1,1,1,0,0
"X1.8",-1.65088625335341,9,1,0,0.01,2,0.0512710963760241,0,1,0,1,1,1,0,1,0,1
"X2.8",1.19902187602823,9,2,0,0.01,2,0.105170918075648,0,1,0,1,1,1,0,1,0,1
"X3.8",-0.109094498335285,9,3,0,0.01,2,0.161834242728283,0,1,0,1,1,1,0,1,0,1
"X4.8",-1.14814800437445,9,4,0,0.01,2,0.22140275816017,0,1,0,1,1,1,0,1,0,1
"X5.8",-0.6895845885997,9,5,0,0.01,2,0.284025416687741,0,1,0,1,1,1,0,1,0,1
"X6.8",0.13575423089254,9,6,0,0.01,2,0.349858807576003,0,1,0,1,1,1,0,1,0,1
"X7.8",0.665069607417212,9,7,0,0.01,2,0.419067548593257,0,1,0,1,1,1,0,1,0,1
"X8.8",1.22728546887046,9,8,0,0.01,2,0.49182469764127,0,1,0,1,1,1,0,1,0,1
"X9.8",-0.257620076760502,9,9,0,0.01,2,0.568312185490169,0,1,0,1,1,1,0,1,0,1
"X10.8",-0.897093931699543,9,10,0,0.01,2,0.648721270700128,0,1,0,1,1,1,0,1,0,1
"X1.9",-0.810444430151004,10,1,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X2.9",0.592575103091307,10,2,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X3.9",0.0257126978432311,10,3,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X4.9",-0.905659071629133,10,4,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X5.9",0.0881272852481268,10,5,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X6.9",0.62677728963152,10,6,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X7.9",0.693789257022167,10,7,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X8.9",-0.592645187106019,10,8,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X9.9",-0.357536189760141,10,9,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X10.9",-1.60592989945079,10,10,0,0.01,1,0.01,1,0,0,1,0,0,1,0,1,1
"X1.10",0.357147450688933,11,1,0,0.0512710963760241,2,0.0512710963760241,0,0,1,1,1,1,1,0,0,1
"X2.10",0.852423623464958,11,2,0,0.0512710963760241,2,0.105170918075648,0,0,1,1,1,1,1,0,0,1
"X3.10",-1.99017370230147,11,3,0,0.0512710963760241,2,0.161834242728283,0,0,1,1,1,1,1,0,0,1
"X4.10",-0.657395637120726,11,4,0,0.0512710963760241,2,0.22140275816017,0,0,1,1,1,1,1,0,0,1
"X5.10",0.690086254919266,11,5,0,0.0512710963760241,2,0.284025416687741,0,0,1,1,1,1,1,0,0,1
"X6.10",-1.74664105149767,11,6,0,0.0512710963760241,2,0.349858807576003,0,0,1,1,1,1,1,0,0,1
"X7.10",0.495896952912833,11,7,0,0.0512710963760241,2,0.419067548593257,0,0,1,1,1,1,1,0,0,1
"X8.10",-0.31718027130092,11,8,0,0.0512710963760241,2,0.49182469764127,0,0,1,1,1,1,1,0,0,1
"X9.10",-0.44570736021067,11,9,0,0.0512710963760241,2,0.568312185490169,0,0,1,1,1,1,1,0,0,1
"X10.10",1.73403353054091,11,10,0,0.0512710963760241,2,0.648721270700128,0,0,1,1,1,1,1,0,0,1
"X1.11",-0.963321658629666,12,1,0,0.105170918075648,2,0.0512710963760241,0,0,1,0,1,0,1,0,0,1
"X2.11",1.57806727289083,12,2,0,0.105170918075648,2,0.105170918075648,0,0,1,0,1,0,1,0,0,1
"X3.11",-0.542448537861733,12,3,0,0.105170918075648,2,0.161834242728283,0,0,1,0,1,0,1,0,0,1
"X4.11",-0.445228167357067,12,4,0,0.105170918075648,2,0.22140275816017,0,0,1,0,1,0,1,0,0,1
"X5.11",-1.66578499624411,12,5,0,0.105170918075648,2,0.284025416687741,0,0,1,0,1,0,1,0,0,1
"X6.11",0.494495989109076,12,6,0,0.105170918075648,2,0.349858807576003,0,0,1,0,1,0,1,0,0,1
"X7.11",-0.500924153208004,12,7,0,0.105170918075648,2,0.419067548593257,0,0,1,0,1,0,1,0,0,1
"X8.11",0.820684570747215,12,8,0,0.105170918075648,2,0.49182469764127,0,0,1,0,1,0,1,0,0,1
"X9.11",1.63664329453161,12,9,0,0.105170918075648,2,0.568312185490169,0,0,1,0,1,0,1,0,0,1
"X10.11",0.360940923751627,12,10,0,0.105170918075648,2,0.648721270700128,0,0,1,0,1,0,1,0,0,1
"X1.12",0.233387913992526,13,1,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X2.12",-1.15321271119963,13,2,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X3.12",0.215734313532272,13,3,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X4.12",-1.17169510167967,13,4,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X5.12",1.67643139310096,13,5,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X6.12",-0.192192685106171,13,6,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X7.12",-0.378199627279639,13,7,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X8.12",0.448198017507212,13,8,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X9.12",0.514240576518761,13,9,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X10.12",-0.689117047605672,13,10,0,0.161834242728283,1,0.01,0,1,0,0,1,1,0,0,1,0
"X1.13",1.51848672478077,14,1,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X2.13",-1.02884537914435,14,2,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X3.13",-0.108841127394435,14,3,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X4.13",0.842980284450426,14,4,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X5.13",-0.218846180647047,14,5,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X6.13",-0.714731048617589,14,6,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X7.13",0.442243250847431,14,7,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X8.13",-0.542237129743677,14,8,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X9.13",-0.858128490478253,14,9,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X10.13",-0.189584123487092,14,10,0,0.22140275816017,1,0.01,0,0,1,0,1,0,0,0,1,1
"X1.14",-0.495224073003404,15,1,0,0.284025416687741,2,0.0512710963760241,0,1,1,0,1,1,0,0,0,0
"X2.14",0.102572038192675,15,2,0,0.284025416687741,2,0.105170918075648,0,1,1,0,1,1,0,0,0,0
