"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.466407601440578,1,1,0,0.01,2,0.0512710963760241,1,0,1,1,0,0,0,0,0,0
"X2",1.00515174822804,1,2,0,0.01,2,0.105170918075648,1,0,1,1,0,0,0,0,0,0
"X3",1.36506133067884,1,3,0,0.01,2,0.161834242728283,1,0,1,1,0,0,0,0,0,0
"X4",1.14021890869561,1,4,0,0.01,2,0.22140275816017,1,0,1,1,0,0,0,0,0,0
"X5",0.256203151270239,1,5,0,0.01,2,0.284025416687741,1,0,1,1,0,0,0,0,0,0
"X6",1.51421832512374,1,6,0,0.01,2,0.349858807576003,1,0,1,1,0,0,0,0,0,0
"X7",0.568449954948448,1,7,0,0.01,2,0.419067548593257,1,0,1,1,0,0,0,0,0,0
"X8",1.16057736648662,1,8,0,0.01,2,0.49182469764127,1,0,1,1,0,0,0,0,0,0
"X9",-0.0500845928985877,1,9,0,0.01,2,0.568312185490169,1,0,1,1,0,0,0,0,0,0
"X10",2.31915853287473,1,10,0,0.01,2,0.648721270700128,1,0,1,1,0,0,0,0,0,0
"X1.1",0.386692155063705,2,1,0,0.01,2,0.0512710963760241,1,1,0,1,1,0,1,0,1,1
"X2.1",-1.39589004098663,2,2,0,0.01,2,0.105170918075648,1,1,0,1,1,0,1,0,1,1
"X3.1",0.259580223731067,2,3,0,0.01,2,0.161834242728283,1,1,0,1,1,0,1,0,1,1
"X4.1",0.599797541491741,2,4,0,0.01,2,0.22140275816017,1,1,0,1,1,0,1,0,1,1
"X5.1",3.23703488524992,2,5,0,0.01,2,0.284025416687741,1,1,0,1,1,0,1,0,1,1
"X6.1",1.45014860413439,2,6,0,0.01,2,0.349858807576003,1,1,0,1,1,0,1,0,1,1
"X7.1",0.537182042339253,2,7,0,0.01,2,0.419067548593257,1,1,0,1,1,0,1,0,1,1
"X8.1",-0.656116605533602,2,8,0,0.01,2,0.49182469764127,1,1,0,1,1,0,1,0,1,1
"X9.1",0.488265547451162,2,9,0,0.01,2,0.568312185490169,1,1,0,1,1,0,1,0,1,1
"X10.1",0.550192435740428,2,10,0,0.01,2,0.648721270700128,1,1,0,1,1,0,1,0,1,1
"X1.2",0.619305085561547,3,1,0,0.01,2,0.0512710963760241,1,0,1,0,1,0,1,0,1,1
"X2.2",0.364793380677968,3,2,0,0.01,2,0.105170918075648,1,0,1,0,1,0,1,0,1,1
"X3.2",1.74853617547347,3,3,0,0.01,2,0.161834242728283,1,0,1,0,1,0,1,0,1,1
"X4.2",1.08008962575071,3,4,0,0.01,2,0.22140275816017,1,0,1,0,1,0,1,0,1,1
"X5.2",0.723664238715388,3,5,0,0.01,2,0.284025416687741,1,0,1,0,1,0,1,0,1,1
"X6.2",0.933738456247841,3,6,0,0.01,2,0.349858807576003,1,0,1,0,1,0,1,0,1,1
"X7.2",0.926060673783943,3,7,0,0.01,2,0.419067548593257,1,0,1,0,1,0,1,0,1,1
"X8.2",0.354348286754245,3,8,0,0.01,2,0.49182469764127,1,0,1,0,1,0,1,0,1,1
"X9.2",0.287960999958181,3,9,0,0.01,2,0.568312185490169,1,0,1,0,1,0,1,0,1,1
"X10.2",0.52506932429199,3,10,0,0.01,2,0.648721270700128,1,0,1,0,1,0,1,0,1,1
"X1.3",0.50845272849189,4,1,0,0.01,2,0.0512710963760241,0,0,1,0,1,0,1,0,1,0
