"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.544207824794927,1,1,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X2",-1.50252310906303,1,2,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X3",0.801882014512894,1,3,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X4",0.0392273464602398,1,4,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X5",-0.923137186486759,1,5,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X6",0.0846748921682362,1,6,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X7",0.129393249409196,1,7,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X8",0.438927910898455,1,8,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X9",1.29663222630069,1,9,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X10",-0.197530313269646,1,10,0,0.01,1,0.01,0,0,0,1,1,1,1,0,1,0
"X1.1",0.0294437641240836,2,1,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X2.1",0.407636117349633,2,2,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X3.1",-0.48996005770248,2,3,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X4.1",1.9153810016048,2,4,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X5.1",0.678040508652918,2,5,1,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X6.1",0.644691436647106,2,6,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X7.1",0.445895925811753,2,7,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X8.1",0.994322573195037,2,8,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X9.1",-0.183830311354649,2,9,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X10.1",2.82017339157653,2,10,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X1.2",-0.67638103696699,3,1,0,0.01,2,0.0512710963760241,0,0,0,1,0,0,1,1,1,0
"X2.2",1.2158948860478,3,2,0,0.01,2,0.105170918075648,0,0,0,1,0,0,1,1,1,0
"X3.2",-1.08890895989069,3,3,0,0.01,2,0.161834242728283,0,0,0,1,0,0,1,1,1,0
"X4.2",0.155544030437904,3,4,0,0.01,2,0.22140275816017,0,0,0,1,0,0,1,1,1,0
"X5.2",-1.4548928909178,3,5,0,0.01,2,0.284025416687741,0,0,0,1,0,0,1,1,1,0
"X6.2",2.09665415440095,3,6,0,0.01,2,0.349858807576003,0,0,0,1,0,0,1,1,1,0
"X7.2",-0.738543414809375,3,7,0,0.01,2,0.419067548593257,0,0,0,1,0,0,1,1,1,0
"X8.2",1.45778348598152,3,8,0,0.01,2,0.49182469764127,0,0,0,1,0,0,1,1,1,0
"X9.2",0.99963880573435,3,9,0,0.01,2,0.568312185490169,0,0,0,1,0,0,1,1,1,0
"X10.2",0.982098022737109,3,10,0,0.01,2,0.648721270700128,0,0,0,1,0,0,1,1,1,0
"X1.3",0.824043369785215,4,1,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X2.3",0.119196201311811,4,2,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X3.3",1.17332575190704,4,3,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X4.3",1.76382955806321,4,4,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X5.3",0.501268835079475,4,5,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X6.3",-0.795113175432044,4,6,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X7.3",0.88086589073383,4,7,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X8.3",-1.31487722493872,4,8,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X9.3",0.301078488216608,4,9,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X10.3",-0.498264415821813,4,10,0,0.01,1,0.01,1,1,0,1,0,0,1,1,0,1
"X1.4",0.61671807918587,5,1,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X2.4",1.05020934089696,5,2,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X3.4",0.263515734038585,5,3,1,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X4.4",2.43686161129216,5,4,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X5.4",-0.729806287079852,5,5,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X6.4",1.24310477365314,5,6,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X7.4",-0.496409924257317,5,7,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X8.4",-0.556376733010357,5,8,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X9.4",2.95279749452973,5,9,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X10.4",2.31759962527041,5,10,0,0.01,1,0.01,1,0,0,0,0,0,0,0,0,0
"X1.5",-0.620654438598387,6,1,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X2.5",-0.113563511423992,6,2,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X3.5",-1.36959306778012,6,3,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X4.5",-0.562033250956008,6,4,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X5.5",0.908996656281404,6,5,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X6.5",0.696052402794511,6,6,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X7.5",0.143913809845314,6,7,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X8.5",-0.409162088679294,6,8,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X9.5",0.158251109227213,6,9,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X10.5",-0.510022190676995,6,10,0,0.01,1,0.01,1,1,0,0,0,0,1,0,0,1
"X1.6",0.202267852548954,7,1,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X2.6",0.724224014619849,7,2,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X3.6",-0.384301731472607,7,3,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X4.6",0.852276099409629,7,4,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X5.6",-0.115399141075994,7,5,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X6.6",-0.0413588653406512,7,6,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X7.6",1.46953941309205,7,7,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X8.6",0.834556581225007,7,8,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X9.6",0.0138195539958493,7,9,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X10.6",-1.24140476330723,7,10,0,0.01,1,0.01,0,1,1,0,1,1,0,0,1,0
"X1.7",0.261128360507127,8,1,0,0.01,2,0.0512710963760241,1,0,1,0,1,1,0,0,0,0
"X2.7",1.29979017538804,8,2,0,0.01,2,0.105170918075648,1,0,1,0,1,1,0,0,0,0
"X3.7",-0.830395951799372,8,3,0,0.01,2,0.161834242728283,1,0,1,0,1,1,0,0,0,0
"X4.7",1.38572345544678,8,4,0,0.01,2,0.22140275816017,1,0,1,0,1,1,0,0,0,0
"X5.7",-0.0353536181490068,8,5,0,0.01,2,0.284025416687741,1,0,1,0,1,1,0,0,0,0
"X6.7",-0.686475390125946,8,6,0,0.01,2,0.349858807576003,1,0,1,0,1,1,0,0,0,0
"X7.7",1.92546070757324,8,7,0,0.01,2,0.419067548593257,1,0,1,0,1,1,0,0,0,0
"X8.7",0.586876802624674,8,8,0,0.01,2,0.49182469764127,1,0,1,0,1,1,0,0,0,0
"X9.7",0.859959647916302,8,9,0,0.01,2,0.568312185490169,1,0,1,0,1,1,0,0,0,0
"X10.7",-0.0179257788366229,8,10,0,0.01,2,0.648721270700128,1,0,1,0,1,1,0,0,0,0
"X1.8",0.157812039798888,9,1,0,0.01,3,0.127496851579376,1,1,1,0,0,1,0,1,0,1
"X2.8",-0.42290602045083,9,2,0,0.01,3,0.271249150321405,1,1,1,0,0,1,0,1,0,1
"X3.8",0.27553468238177,9,3,0,0.01,3,0.43332941456034,1,1,1,0,0,1,0,1,0,1
"X4.8",-0.740954509667829,9,4,0,0.01,3,0.616074402192893,1,1,1,0,0,1,0,1,0,1
"X5.8",0.729254330559646,9,5,0,0.01,3,0.822118800390509,1,1,1,0,0,1,0,1,0,1
"X6.8",0.502391358327469,9,6,0,0.01,3,1.05443321064389,1,1,1,0,0,1,0,1,0,1
"X7.8",0.345882720748196,9,7,1,0.01,3,1.31636697678109,1,1,1,0,0,1,0,1,0,1
"X8.8",0.972063321710445,9,8,0,0.01,3,1.61169647342312,1,1,1,0,0,1,0,1,0,1
"X9.8",0.999283543262854,9,9,0,0.01,3,1.94467955106552,1,1,1,0,0,1,0,1,0,1
"X10.8",2.92967289345403,9,10,0,0.01,3,2.32011692273655,1,1,1,0,0,1,0,1,0,1
"X1.9",0.794473880405753,10,1,0,0.01,2,0.0512710963760241,0,1,1,0,0,0,0,1,1,0
"X2.9",0.016614968088363,10,2,0,0.01,2,0.105170918075648,0,1,1,0,0,0,0,1,1,0
"X3.9",-1.10028637903399,10,3,0,0.01,2,0.161834242728283,0,1,1,0,0,0,0,1,1,0
"X4.9",-0.0509301823195232,10,4,1,0.01,2,0.22140275816017,0,1,1,0,0,0,0,1,1,0
"X5.9",0.380671705438553,10,5,0,0.01,2,0.284025416687741,0,1,1,0,0,0,0,1,1,0
"X6.9",-0.856301938617018,10,6,0,0.01,2,0.349858807576003,0,1,1,0,0,0,0,1,1,0
"X7.9",0.838421439272785,10,7,0,0.01,2,0.419067548593257,0,1,1,0,0,0,0,1,1,0
"X8.9",-0.0208885948445779,10,8,0,0.01,2,0.49182469764127,0,1,1,0,0,0,0,1,1,0
"X9.9",-0.859447250979869,10,9,0,0.01,2,0.568312185490169,0,1,1,0,0,0,0,1,1,0
"X10.9",1.65772279695095,10,10,0,0.01,2,0.648721270700128,0,1,1,0,0,0,0,1,1,0
"X1.10",2.00163407647696,11,1,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X2.10",-0.387328244926099,11,2,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X3.10",0.272484711166406,11,3,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X4.10",-0.242463248356505,11,4,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X5.10",-0.286182074529794,11,5,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X6.10",-0.0760265590665828,11,6,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X7.10",0.465149720987343,11,7,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X8.10",-1.58614015819451,11,8,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X9.10",0.279000967379107,11,9,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X10.10",-0.54416045191359,11,10,0,0.0512710963760241,1,0.01,1,0,0,0,1,1,1,0,0,1
"X1.11",0.393465019706042,12,1,0,0.105170918075648,3,0.127496851579376,0,1,0,1,1,0,1,1,1,1
"X2.11",-0.620860340691442,12,2,0,0.105170918075648,3,0.271249150321405,0,1,0,1,1,0,1,1,1,1
"X3.11",-0.127043747960386,12,3,0,0.105170918075648,3,0.43332941456034,0,1,0,1,1,0,1,1,1,1
"X4.11",1.15871565452178,12,4,0,0.105170918075648,3,0.616074402192893,0,1,0,1,1,0,1,1,1,1
"X5.11",0.460340445371563,12,5,0,0.105170918075648,3,0.822118800390509,0,1,0,1,1,0,1,1,1,1
"X6.11",2.32236387989493,12,6,0,0.105170918075648,3,1.05443321064389,0,1,0,1,1,0,1,1,1,1
"X7.11",2.54818100320658,12,7,0,0.105170918075648,3,1.31636697678109,0,1,0,1,1,0,1,1,1,1
"X8.11",3.46654367070135,12,8,0,0.105170918075648,3,1.61169647342312,0,1,0,1,1,0,1,1,1,1
"X9.11",1.68826824985076,12,9,0,0.105170918075648,3,1.94467955106552,0,1,0,1,1,0,1,1,1,1
"X10.11",1.58733464744981,12,10,0,0.105170918075648,3,2.32011692273655,0,1,0,1,1,0,1,1,1,1
"X1.12",1.37978922724235,13,1,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X2.12",-0.512275935569264,13,2,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X3.12",1.13793887039643,13,3,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X4.12",0.812663513375892,13,4,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X5.12",0.165096347269049,13,5,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X6.12",1.00429242362336,13,6,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X7.12",0.289271768803167,13,7,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X8.12",0.462205228690674,13,8,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X9.12",-0.558075170706831,13,9,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X10.12",0.839791239535214,13,10,0,0.161834242728283,1,0.01,1,1,1,1,1,1,1,1,0,1
"X1.13",1.37366192914658,14,1,0,0.22140275816017,3,0.127496851579376,1,1,1,1,0,1,1,1,1,1
"X2.13",-0.0319297583494399,14,2,0,0.22140275816017,3,0.271249150321405,1,1,1,1,0,1,1,1,1,1
"X3.13",0.828191457200992,14,3,0,0.22140275816017,3,0.43332941456034,1,1,1,1,0,1,1,1,1,1
"X4.13",2.00325158062749,14,4,0,0.22140275816017,3,0.616074402192893,1,1,1,1,0,1,1,1,1,1
"X5.13",1.61047506744548,14,5,0,0.22140275816017,3,0.822118800390509,1,1,1,1,0,1,1,1,1,1
"X6.13",1.32901815209713,14,6,0,0.22140275816017,3,1.05443321064389,1,1,1,1,0,1,1,1,1,1
"X7.13",0.393822884099637,14,7,0,0.22140275816017,3,1.31636697678109,1,1,1,1,0,1,1,1,1,1
"X8.13",-0.608484471570223,14,8,0,0.22140275816017,3,1.61169647342312,1,1,1,1,0,1,1,1,1,1
"X9.13",2.16767494257441,14,9,0,0.22140275816017,3,1.94467955106552,1,1,1,1,0,1,1,1,1,1
