"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-1.28478304248636,1,1,0,0.01,3,0.127496851579376,1,0,1,0,1,0,1,0,0,0
"X2",0.890736115628059,1,2,0,0.01,3,0.271249150321405,1,0,1,0,1,0,1,0,0,0
"X3",-0.515478548144292,1,3,0,0.01,3,0.43332941456034,1,0,1,0,1,0,1,0,0,0
"X4",-0.814869406558074,1,4,0,0.01,3,0.616074402192893,1,0,1,0,1,0,1,0,0,0
"X5",0.183670811955416,1,5,0,0.01,3,0.822118800390509,1,0,1,0,1,0,1,0,0,0
"X6",0.934974932115902,1,6,1,0.01,3,1.05443321064389,1,0,1,0,1,0,1,0,0,0
"X7",2.25745327619281,1,7,0,0.01,3,1.31636697678109,1,0,1,0,1,0,1,0,0,0
"X8",2.16105762488536,1,8,0,0.01,3,1.61169647342312,1,0,1,0,1,0,1,0,0,0
"X9",2.04844739571218,1,9,0,0.01,3,1.94467955106552,1,0,1,0,1,0,1,0,0,0
"X10",2.3658351841513,1,10,0,0.01,3,2.32011692273655,1,0,1,0,1,0,1,0,0,0
"X1.1",0.274089635374264,2,1,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X2.1",-0.435178576956826,2,2,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X3.1",-0.894044835609419,2,3,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X4.1",-0.133254973016633,2,4,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X5.1",-0.738159955444132,2,5,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X6.1",-2.8891231706669,2,6,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X7.1",1.9115714560858,2,7,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X8.1",-0.286705191277416,2,8,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X9.1",-2.85045549371947,2,9,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X10.1",-0.152369739061267,2,10,0,0.01,1,0.01,0,1,1,0,0,1,1,0,0,0
"X1.2",0.363827388929024,3,1,0,0.01,3,0.127496851579376,1,1,0,1,1,0,0,0,0,1
"X2.2",0.236540074996074,3,2,0,0.01,3,0.271249150321405,1,1,0,1,1,0,0,0,0,1
"X3.2",0.335502167938992,3,3,0,0.01,3,0.43332941456034,1,1,0,1,1,0,0,0,0,1
"X4.2",0.664987867784081,3,4,0,0.01,3,0.616074402192893,1,1,0,1,1,0,0,0,0,1
"X5.2",1.51906283943722,3,5,0,0.01,3,0.822118800390509,1,1,0,1,1,0,0,0,0,1
"X6.2",2.35342096396628,3,6,0,0.01,3,1.05443321064389,1,1,0,1,1,0,0,0,0,1
"X7.2",2.33789394238058,3,7,0,0.01,3,1.31636697678109,1,1,0,1,1,0,0,0,0,1
"X8.2",1.64180732367256,3,8,0,0.01,3,1.61169647342312,1,1,0,1,1,0,0,0,0,1
"X9.2",2.99695134921066,3,9,0,0.01,3,1.94467955106552,1,1,0,1,1,0,0,0,0,1
"X10.2",3.45228204615045,3,10,0,0.01,3,2.32011692273655,1,1,0,1,1,0,0,0,0,1
"X1.3",0.0632542256738847,4,1,0,0.01,2,0.0512710963760241,0,1,1,1,0,1,0,1,0,0
"X2.3",1.26854134273257,4,2,0,0.01,2,0.105170918075648,0,1,1,1,0,1,0,1,0,0
"X3.3",-1.57776837314553,4,3,0,0.01,2,0.161834242728283,0,1,1,1,0,1,0,1,0,0
"X4.3",-0.999372012526177,4,4,0,0.01,2,0.22140275816017,0,1,1,1,0,1,0,1,0,0
"X5.3",0.573681866476848,4,5,0,0.01,2,0.284025416687741,0,1,1,1,0,1,0,1,0,0
"X6.3",-0.00345354237167206,4,6,0,0.01,2,0.349858807576003,0,1,1,1,0,1,0,1,0,0
"X7.3",-0.994531053514899,4,7,0,0.01,2,0.419067548593257,0,1,1,1,0,1,0,1,0,0
"X8.3",3.36078025310874,4,8,0,0.01,2,0.49182469764127,0,1,1,1,0,1,0,1,0,0
"X9.3",1.02602196124451,4,9,0,0.01,2,0.568312185490169,0,1,1,1,0,1,0,1,0,0
"X10.3",-0.368398281094377,4,10,0,0.01,2,0.648721270700128,0,1,1,1,0,1,0,1,0,0
"X1.4",0.630567939044615,5,1,0,0.01,3,0.127496851579376,1,1,1,0,0,0,0,0,0,0
"X2.4",1.48166661929777,5,2,0,0.01,3,0.271249150321405,1,1,1,0,0,0,0,0,0,0
"X3.4",-0.110734240571131,5,3,0,0.01,3,0.43332941456034,1,1,1,0,0,0,0,0,0,0
"X4.4",0.274438429332339,5,4,0,0.01,3,0.616074402192893,1,1,1,0,0,0,0,0,0,0
"X5.4",1.92360972222169,5,5,0,0.01,3,0.822118800390509,1,1,1,0,0,0,0,0,0,0
"X6.4",0.77124380346187,5,6,0,0.01,3,1.05443321064389,1,1,1,0,0,0,0,0,0,0
"X7.4",0.607850253272509,5,7,0,0.01,3,1.31636697678109,1,1,1,0,0,0,0,0,0,0
"X8.4",2.36751095520599,5,8,0,0.01,3,1.61169647342312,1,1,1,0,0,0,0,0,0,0
"X9.4",2.72410952874894,5,9,0,0.01,3,1.94467955106552,1,1,1,0,0,0,0,0,0,0
"X10.4",4.04540663237672,5,10,0,0.01,3,2.32011692273655,1,1,1,0,0,0,0,0,0,0
"X1.5",0.26140659353598,6,1,0,0.01,2,0.0512710963760241,1,0,0,0,1,0,0,1,0,0
"X2.5",0.428885100944724,6,2,0,0.01,2,0.105170918075648,1,0,0,0,1,0,0,1,0,0
"X3.5",1.20236752973063,6,3,0,0.01,2,0.161834242728283,1,0,0,0,1,0,0,1,0,0
"X4.5",0.730889042123391,6,4,0,0.01,2,0.22140275816017,1,0,0,0,1,0,0,1,0,0
"X5.5",0.168860972580201,6,5,0,0.01,2,0.284025416687741,1,0,0,0,1,0,0,1,0,0
"X6.5",0.518365003389706,6,6,0,0.01,2,0.349858807576003,1,0,0,0,1,0,0,1,0,0
"X7.5",1.07042429568022,6,7,0,0.01,2,0.419067548593257,1,0,0,0,1,0,0,1,0,0
"X8.5",0.789100387391407,6,8,0,0.01,2,0.49182469764127,1,0,0,0,1,0,0,1,0,0
"X9.5",0.828208766434221,6,9,0,0.01,2,0.568312185490169,1,0,0,0,1,0,0,1,0,0
"X10.5",-0.261859169216764,6,10,0,0.01,2,0.648721270700128,1,0,0,0,1,0,0,1,0,0
"X1.6",0.5093475493607,7,1,0,0.01,2,0.0512710963760241,1,1,0,1,0,1,0,0,1,0
"X2.6",0.546756514988146,7,2,0,0.01,2,0.105170918075648,1,1,0,1,0,1,0,0,1,0
"X3.6",0.381042741562098,7,3,0,0.01,2,0.161834242728283,1,1,0,1,0,1,0,0,1,0
"X4.6",-0.118653593245076,7,4,0,0.01,2,0.22140275816017,1,1,0,1,0,1,0,0,1,0
"X5.6",0.244345257155122,7,5,0,0.01,2,0.284025416687741,1,1,0,1,0,1,0,0,1,0
"X6.6",-0.851383492739317,7,6,0,0.01,2,0.349858807576003,1,1,0,1,0,1,0,0,1,0
"X7.6",0.24741860994324,7,7,0,0.01,2,0.419067548593257,1,1,0,1,0,1,0,0,1,0
"X8.6",0.990119723895123,7,8,0,0.01,2,0.49182469764127,1,1,0,1,0,1,0,0,1,0
"X9.6",2.3776259872902,7,9,0,0.01,2,0.568312185490169,1,1,0,1,0,1,0,0,1,0
"X10.6",0.433477527633051,7,10,0,0.01,2,0.648721270700128,1,1,0,1,0,1,0,0,1,0
"X1.7",1.16002459950702,8,1,0,0.01,3,0.127496851579376,1,0,0,0,1,0,0,0,0,0
"X2.7",1.71703709230812,8,2,0,0.01,3,0.271249150321405,1,0,0,0,1,0,0,0,0,0
"X3.7",0.456084089963635,8,3,0,0.01,3,0.43332941456034,1,0,0,0,1,0,0,0,0,0
"X4.7",1.5091396619699,8,4,0,0.01,3,0.616074402192893,1,0,0,0,1,0,0,0,0,0
"X5.7",2.30899937368149,8,5,0,0.01,3,0.822118800390509,1,0,0,0,1,0,0,0,0,0
"X6.7",0.754583884393048,8,6,1,0.01,3,1.05443321064389,1,0,0,0,1,0,0,0,0,0
"X7.7",1.87757911714319,8,7,0,0.01,3,1.31636697678109,1,0,0,0,1,0,0,0,0,0
"X8.7",-0.032147560340535,8,8,0,0.01,3,1.61169647342312,1,0,0,0,1,0,0,0,0,0
"X9.7",3.52766136738867,8,9,0,0.01,3,1.94467955106552,1,0,0,0,1,0,0,0,0,0
"X10.7",4.22254915263942,8,10,0,0.01,3,2.32011692273655,1,0,0,0,1,0,0,0,0,0
"X1.8",0.762588286712743,9,1,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,1
"X2.8",2.33389468079536,9,2,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,1
"X3.8",-0.180690705118156,9,3,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,1
"X4.8",0.828274475954442,9,4,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,1
"X5.8",1.10223498269926,9,5,0,0.01,1,0.01,1,1,0,1,1,0,0,1,0,1
