"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.454355389548168,1,1,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X2",-0.496562516396539,1,2,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X3",1.04047308901034,1,3,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X4",-0.793852963461267,1,4,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X5",0.218773606871631,1,5,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X6",0.436267733975443,1,6,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X7",-0.181212930487694,1,7,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X8",1.25672587519541,1,8,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X9",0.306878115182437,1,9,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X10",-0.230330265487818,1,10,0,0.01,1,0.01,0,1,1,0,0,1,1,1,1,1
"X1.1",0.637131762144612,2,1,0,0.01,2,0.0512710963760241,0,0,1,1,0,0,0,0,0,0
"X2.1",-0.887940073756803,2,2,0,0.01,2,0.105170918075648,0,0,1,1,0,0,0,0,0,0
"X3.1",1.66058139065267,2,3,0,0.01,2,0.161834242728283,0,0,1,1,0,0,0,0,0,0
"X4.1",2.00167623699816,2,4,0,0.01,2,0.22140275816017,0,0,1,1,0,0,0,0,0,0
"X5.1",0.726861939139112,2,5,0,0.01,2,0.284025416687741,0,0,1,1,0,0,0,0,0,0
"X6.1",0.824207435528029,2,6,0,0.01,2,0.349858807576003,0,0,1,1,0,0,0,0,0,0
"X7.1",-0.0471576148633532,2,7,0,0.01,2,0.419067548593257,0,0,1,1,0,0,0,0,0,0
"X8.1",-0.105556646820512,2,8,0,0.01,2,0.49182469764127,0,0,1,1,0,0,0,0,0,0
"X9.1",2.06080406769246,2,9,0,0.01,2,0.568312185490169,0,0,1,1,0,0,0,0,0,0
"X10.1",0.979767321644841,2,10,0,0.01,2,0.648721270700128,0,0,1,1,0,0,0,0,0,0
"X1.2",0.337905656594226,3,1,0,0.01,3,0.127496851579376,1,0,1,1,0,1,1,1,1,0
"X2.2",0.0026200664512962,3,2,0,0.01,3,0.271249150321405,1,0,1,1,0,1,1,1,1,0
"X3.2",-0.659555113753847,3,3,0,0.01,3,0.43332941456034,1,0,1,1,0,1,1,1,1,0
"X4.2",1.39633795325967,3,4,0,0.01,3,0.616074402192893,1,0,1,1,0,1,1,1,1,0
"X5.2",-0.962211580362728,3,5,0,0.01,3,0.822118800390509,1,0,1,1,0,1,1,1,1,0
"X6.2",1.87932184894726,3,6,0,0.01,3,1.05443321064389,1,0,1,1,0,1,1,1,1,0
"X7.2",1.30923543734274,3,7,0,0.01,3,1.31636697678109,1,0,1,1,0,1,1,1,1,0
"X8.2",1.90327044452917,3,8,0,0.01,3,1.61169647342312,1,0,1,1,0,1,1,1,1,0
"X9.2",2.30848930281362,3,9,1,0.01,3,1.94467955106552,1,0,1,1,0,1,1,1,1,0
"X10.2",5.44533057708152,3,10,0,0.01,3,2.32011692273655,1,0,1,1,0,1,1,1,1,0
"X1.3",-0.785061223499974,4,1,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X2.3",-0.895059317292522,4,2,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X3.3",0.670669319924571,4,3,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X4.3",-1.43552124433962,4,4,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X5.3",-1.21463407024932,4,5,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X6.3",0.280601226741267,4,6,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X7.3",1.06988052477368,4,7,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X8.3",-1.20082112222328,4,8,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X9.3",0.343609338798351,4,9,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X10.3",-0.85092199804905,4,10,0,0.01,1,0.01,1,0,0,0,0,1,1,1,1,0
"X1.4",1.3896950365026,5,1,0,0.01,2,0.0512710963760241,1,1,1,0,0,1,1,0,1,1
"X2.4",-0.413993196717397,5,2,0,0.01,2,0.105170918075648,1,1,1,0,0,1,1,0,1,1
"X3.4",-0.896031573916758,5,3,0,0.01,2,0.161834242728283,1,1,1,0,0,1,1,0,1,1
"X4.4",0.825709687182706,5,4,0,0.01,2,0.22140275816017,1,1,1,0,0,1,1,0,1,1
"X5.4",0.709275498712572,5,5,0,0.01,2,0.284025416687741,1,1,1,0,0,1,1,0,1,1
"X6.4",0.654623201636598,5,6,0,0.01,2,0.349858807576003,1,1,1,0,0,1,1,0,1,1
"X7.4",1.47925215235014,5,7,0,0.01,2,0.419067548593257,1,1,1,0,0,1,1,0,1,1
"X8.4",0.884699572517319,5,8,0,0.01,2,0.49182469764127,1,1,1,0,0,1,1,0,1,1
"X9.4",0.335331458820599,5,9,0,0.01,2,0.568312185490169,1,1,1,0,0,1,1,0,1,1
"X10.4",2.06122621542492,5,10,0,0.01,2,0.648721270700128,1,1,1,0,0,1,1,0,1,1
"X1.5",1.06029815832121,6,1,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X2.5",-0.0301824098786254,6,2,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X3.5",-0.435803579022685,6,3,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X4.5",0.627149597004793,6,4,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X5.5",-0.317166751639284,6,5,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X6.5",0.12245688497216,6,6,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X7.5",-0.389683422679878,6,7,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X8.5",1.28261607528233,6,8,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X9.5",1.33131258954048,6,9,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X10.5",-1.4586745549733,6,10,0,0.01,1,0.01,1,0,1,1,1,1,0,1,0,1
"X1.6",-0.153988351401052,7,1,1,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X2.6",0.305366762591264,7,2,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X3.6",-1.87279076135434,7,3,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X4.6",0.231172946605791,7,4,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X5.6",-0.916521323537373,7,5,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X6.6",0.667352716959918,7,6,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X7.6",1.07548374756581,7,7,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X8.6",-0.523184188452644,7,8,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X9.6",0.518348928558499,7,9,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X10.6",1.95238047158767,7,10,0,0.01,1,0.01,1,1,0,0,1,1,0,1,1,0
"X1.7",-0.558085317179842,8,1,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X2.7",0.471721817033165,8,2,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X3.7",-0.771519723560358,8,3,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X4.7",0.143281140372193,8,4,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X5.7",0.578834587163138,8,5,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
"X6.7",0.476711366867988,8,6,0,0.01,1,0.01,0,0,1,0,0,0,1,0,0,1
