"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",0.504729782511039,1,1,0,0.01,2,0.0512710963760241,0,1,0,0,1,0,0,1,0,1
"X2",0.315966825726618,1,2,1,0.01,2,0.105170918075648,0,1,0,0,1,0,0,1,0,1
"X3",1.67129776412206,1,3,0,0.01,2,0.161834242728283,0,1,0,0,1,0,0,1,0,1
"X4",0.494507071053946,1,4,0,0.01,2,0.22140275816017,0,1,0,0,1,0,0,1,0,1
"X5",1.16609704256546,1,5,0,0.01,2,0.284025416687741,0,1,0,0,1,0,0,1,0,1
"X6",-1.96174897070758,1,6,0,0.01,2,0.349858807576003,0,1,0,0,1,0,0,1,0,1
"X7",-0.262477224800452,1,7,0,0.01,2,0.419067548593257,0,1,0,0,1,0,0,1,0,1
"X8",0.49435958798926,1,8,0,0.01,2,0.49182469764127,0,1,0,0,1,0,0,1,0,1
"X9",1.244077826372,1,9,0,0.01,2,0.568312185490169,0,1,0,0,1,0,0,1,0,1
"X10",-0.0345914675286672,1,10,0,0.01,2,0.648721270700128,0,1,0,0,1,0,0,1,0,1
"X1.1",0.701522972475364,2,1,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X2.1",-0.377419782598532,2,2,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X3.1",1.9453299309644,2,3,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X4.1",0.183821289795242,2,4,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X5.1",0.711819940823945,2,5,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X6.1",0.819841685761607,2,6,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X7.1",2.38060396232183,2,7,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X8.1",-3.01961090243439,2,8,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X9.1",-0.122845919039394,2,9,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X10.1",0.292266203650937,2,10,0,0.01,1,0.01,0,1,0,0,0,1,0,1,0,1
"X1.2",-1.08323828950344,3,1,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X2.2",-1.33337150720429,3,2,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X3.2",-1.62100239530665,3,3,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X4.2",-0.930907612033112,3,4,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X5.2",0.0829984546782615,3,5,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X6.2",2.15746414799133,3,6,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X7.2",0.0495831245579934,3,7,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X8.2",-0.124324945488474,3,8,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X9.2",-0.835493612965809,3,9,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X10.2",-0.504491475694713,3,10,0,0.01,1,0.01,1,0,1,0,0,0,1,1,0,0
"X1.3",1.36106396082298,4,1,0,0.01,2,0.0512710963760241,1,0,1,0,1,0,0,1,0,0
"X2.3",-0.925693118350673,4,2,0,0.01,2,0.105170918075648,1,0,1,0,1,0,0,1,0,0
"X3.3",1.6029454876012,4,3,0,0.01,2,0.161834242728283,1,0,1,0,1,0,0,1,0,0
"X4.3",-0.227660543104762,4,4,0,0.01,2,0.22140275816017,1,0,1,0,1,0,0,1,0,0
