"","Y","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"X1",-0.0980845575364127,1,1,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X2",-0.716642217581534,1,2,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X3",1.68656168001609,1,3,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X4",-1.11052196665175,1,4,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X5",-0.2849441516194,1,5,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X6",0.850262238800174,1,6,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X7",0.271820801730518,1,7,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X8",0.94169653788129,1,8,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X9",0.0173095957060511,1,9,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X10",0.577521589424723,1,10,0,0.01,1,0.01,0,0,0,0,1,0,0,0,0,1
"X1.1",-1.49023695725971,2,1,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X2.1",0.888992781272765,2,2,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X3.1",0.223440731894036,2,3,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X4.1",1.60496876407913,2,4,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X5.1",1.53274299479597,2,5,1,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X6.1",-0.0274682506282927,2,6,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X7.1",-1.48639386900357,2,7,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X8.1",-0.460017038460644,2,8,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X9.1",-1.39236463570675,2,9,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X10.1",-1.05236600329204,2,10,0,0.01,1,0.01,1,1,0,0,1,0,0,1,1,0
"X1.2",0.471495553312769,3,1,0,0.01,2,0.0512710963760241,0,0,1,1,0,1,0,1,1,1
"X2.2",2.34368507327123,3,2,0,0.01,2,0.105170918075648,0,0,1,1,0,1,0,1,1,1
"X3.2",-0.469310068727419,3,3,0,0.01,2,0.161834242728283,0,0,1,1,0,1,0,1,1,1
"X4.2",0.472343152895054,3,4,0,0.01,2,0.22140275816017,0,0,1,1,0,1,0,1,1,1
"X5.2",0.833634664648788,3,5,0,0.01,2,0.284025416687741,0,0,1,1,0,1,0,1,1,1
"X6.2",-1.65235589359397,3,6,0,0.01,2,0.349858807576003,0,0,1,1,0,1,0,1,1,1
"X7.2",1.31359425024715,3,7,0,0.01,2,0.419067548593257,0,0,1,1,0,1,0,1,1,1
"X8.2",1.24627731094564,3,8,0,0.01,2,0.49182469764127,0,0,1,1,0,1,0,1,1,1
"X9.2",-0.183126757814044,3,9,1,0.01,2,0.568312185490169,0,0,1,1,0,1,0,1,1,1
"X10.2",0.782663784671592,3,10,0,0.01,2,0.648721270700128,0,0,1,1,0,1,0,1,1,1
